ProductID,ProductName,Brand,Variety,Factory,Country,SupplierName,UnitsProducedMonthly,UnitsSoldMonthly,UnitPrice,RevenueMonthly,ProductionCost,Profit,StockQuantity,QualityScore
CHC-00759,Cranberry Walnut Fruit & Nut Chocolate Wafer Bar,Terra Cacao,Fruit & Nut,Hershey Falls Factory X,USA,EcoPack Solutions,6133,5023,4.16,20895.68,15761.81,5133.87,1350,95.4
CHC-00760,Raspberry Swirl White Chocolate Bar,Northstar Confectionery,White,Lima Factory S,Peru,Sunrise Vanilla Farms,1275,1028,2.9,2981.2,1810.5,1170.7,314,79.7
CHC-00761,70% Intense Dark Chocolate Coated Nuts,Auric Chocolate,Dark,Dubai Factory W,UAE,Meridian Cacao Exchange,1323,1195,2.58,3083.1,2249.1,834.0,260,81.5
CHC-00762,Lemon Zest White Chocolate Squares,Amber Cacao Co.,White,Lyon Factory G,France,Coastal Coconut Co.,5552,4969,2.68,13316.92,7994.88,5322.04,770,79.3
CHC-00763,Sea Salt Milk Chocolate Coated Nuts,Wildflower Cacao,Milk,Lima Factory S,Peru,Continental Sugar Corp,3619,2801,3.79,10615.79,9300.83,1314.96,939,99.1
CHC-00764,Plant-Based Classic Vegan Dark Chocolate Pralines,Sunset Grove Chocolate,Vegan Dark,Lyon Factory G,France,TerraFair Trade Beans,3387,2941,5.86,17234.26,12870.6,4363.66,623,75.3
CHC-00765,Confectionery Grade Compound Chocolate Coated Nuts,Amber Cacao Co.,Compound,Medellin Factory R,Colombia,Coastal Coconut Co.,2565,2236,1.57,3510.52,1949.4,1561.12,419,81.0
CHC-00766,Whole Hazelnut Chocolate Wafer Bar,Ivory & Cocoa,Hazelnut,Turin Factory J,Italy,Nordic Milk Co.,4481,3458,4.25,14696.5,8334.66,6361.84,1259,90.5
CHC-00767,70% Intense Dark Chocolate Bar,Noir Origins,Dark,Lima Factory S,Peru,Sunrise Vanilla Farms,3504,3761,6.24,23468.64,13560.48,9908.16,10,95.9
CHC-00768,Single Origin Dark Chocolate Truffle Box,Rainforest Bloom,Dark,Toronto Factory B,Canada,Andes Bean Exporters,4533,4599,6.0,27594.0,16364.13,11229.87,24,95.8
CHC-00769,Roasted Almond Chocolate Pralines,Ivory & Cocoa,Almond,Osaka Factory M,Japan,TerraFair Trade Beans,6362,5563,3.57,19859.91,10560.92,9298.99,915,90.6
CHC-00770,Stevia Sweetened Sugar-Free Chocolate Squares,TruffleWorks,Sugar-Free,Cologne Factory F,Germany,Ivory Cocoa Traders,1185,982,3.41,3348.62,2701.8,646.82,317,92.5
CHC-00771,Organic Single Origin Chocolate Bar,Rainforest Bloom,Organic,Shanghai Factory L,China,Continental Sugar Corp,13874,10287,6.36,65425.32,43564.36,21860.96,3771,95.6
CHC-00772,Coconut Sugar Vegan Dark Chocolate Filled Bar,Auric Chocolate,Vegan Dark,Abidjan Factory U,Cote d'Ivoire,TerraFair Trade Beans,3244,3334,5.98,19937.32,10056.4,9880.92,10,91.2
CHC-00773,70% Intense Dark Chocolate Squares,Noir Origins,Dark,Cape Town Factory V,South Africa,EcoPack Solutions,4657,4753,4.73,22481.69,10338.54,12143.15,78,86.4
CHC-00774,Original Ruby Chocolate Coated Nuts,Rainforest Bloom,Ruby,Amsterdam Factory I,Netherlands,Alpine Dairy Co.,5265,3376,4.09,13807.84,9529.65,4278.19,2137,89.7
CHC-00775,Sea Salt Caramel Chocolate Chips (Baking),Amber Cacao Co.,Caramel,Sao Paulo Factory P,Brazil,Alpine Dairy Co.,2755,2568,4.29,11016.72,6253.85,4762.87,397,92.1
CHC-00776,70% Intense Dark Chocolate Chips (Baking),Highland Cacao,Dark,Lima Factory S,Peru,Ghana Bean Collective,4665,3680,3.57,13137.6,10169.7,2967.9,1160,92.4
CHC-00777,Sea Salt Milk Chocolate Coated Nuts,Maison Cacao,Milk,Hershey Falls Factory X,USA,Coastal Coconut Co.,871,661,3.16,2088.76,1837.81,250.95,349,89.5
CHC-00778,Praline Hazelnut Chocolate Drops,Blue Ridge Chocolatiers,Hazelnut,Abidjan Factory U,Cote d'Ivoire,Andes Bean Exporters,5754,5424,4.49,24353.76,14557.62,9796.14,380,82.1
CHC-00779,Plant-Based Classic Vegan Dark Chocolate Drops,Whisk & Wonder,Vegan Dark,Lyon Factory G,France,Amazon Cacao Growers,8814,7870,4.99,39271.3,20007.78,19263.52,1030,88.6
CHC-00780,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Blue Ridge Chocolatiers,Fruit & Nut,Cologne Factory F,Germany,EcoPack Solutions,5470,5324,5.18,27578.32,12416.9,15161.42,429,92.5
CHC-00781,Value Pack Compound Chocolate Bar,Pure Bloom Chocolatiers,Compound,Hershey Falls Factory X,USA,Continental Sugar Corp,20880,19050,2.42,46101.0,26100.0,20001.0,1961,80.4
CHC-00782,Vanilla Bean White Chocolate Gift Box,Cacao Nomad,White,Melbourne Factory N,Australia,Sunrise Vanilla Farms,6293,5603,4.2,23532.6,15291.99,8240.61,855,82.9
CHC-00783,Organic Single Origin Chocolate Coated Nuts,Auric Chocolate,Organic,Pune Factory K,India,Pacific Sugar Mills,2557,2654,7.38,19586.52,10611.55,8974.97,202,91.0
CHC-00784,Roasted Almond Chocolate Gift Box,Whisk & Wonder,Almond,Pune Factory K,India,TerraFair Trade Beans,8580,6652,3.29,21885.08,11497.2,10387.88,2093,92.6
CHC-00785,Classic Sugar-Free Chocolate Truffle Box,Ivory & Cocoa,Sugar-Free,Jakarta Factory O,Indonesia,Andes Bean Exporters,2601,2282,4.63,10565.66,6190.38,4375.28,397,86.4
CHC-00786,Cranberry Walnut Fruit & Nut Chocolate Drops,Rainforest Bloom,Fruit & Nut,Dubai Factory W,UAE,Amazon Cacao Growers,4605,4148,5.24,21735.52,10269.15,11466.37,610,86.4
CHC-00787,Coconut White Chocolate Pralines,Wildflower Cacao,White,Montreal Factory Y,Canada,Global Cocoa Partners,3411,3011,3.62,10899.82,7947.63,2952.19,442,88.6
CHC-00788,Organic Raw Cacao Chocolate Squares,Ember & Oak,Organic,Sao Paulo Factory P,Brazil,EcoPack Solutions,1015,894,6.91,6177.54,2821.7,3355.84,288,84.9
CHC-00789,85% Extra Bold Dark Chocolate Drops,Whisk & Wonder,Dark,Lyon Factory G,France,Sahara Nut Suppliers,7168,5095,4.57,23284.15,20858.88,2425.27,2184,84.7
CHC-00790,Roasted Almond Chocolate Drops,Pure Bloom Chocolatiers,Almond,Dubai Factory W,UAE,Ghana Bean Collective,6820,5750,3.27,18802.5,14731.2,4071.3,1165,75.5
CHC-00791,Single Origin Dark Chocolate Bar,Wildflower Cacao,Dark,Bristol Factory H,United Kingdom,Continental Sugar Corp,1762,1307,4.66,6090.62,3312.56,2778.06,717,86.4
CHC-00792,Lemon Zest White Chocolate Wafer Bar,Copper Kettle Chocolate,White,Accra Factory T,Ghana,Amazon Cacao Growers,3783,3074,2.4,7377.6,5863.65,1513.95,797,99.4
CHC-00793,Coconut White Chocolate Drops,Velvet Cacao,White,Medellin Factory R,Colombia,Global Cocoa Partners,2652,2827,4.44,12551.88,6709.56,5842.32,68,83.2
CHC-00794,Soft Caramel Core Chocolate Gift Box,Whisk & Wonder,Caramel,Antwerp Factory A,Belgium,Pacific Sugar Mills,2085,2126,4.06,8631.56,5692.05,2939.51,160,83.9
CHC-00795,Organic Single Origin Chocolate Coated Nuts,TruffleWorks,Organic,Guadalajara Factory C,Mexico,TerraFair Trade Beans,2489,1930,6.4,12352.0,8860.84,3491.16,724,91.3
CHC-00796,Classic Milk Chocolate Squares,Whisk & Wonder,Milk,Accra Factory T,Ghana,Pacific Sugar Mills,6795,6110,3.62,22118.2,11007.9,11110.3,889,93.3
CHC-00797,70% Intense Dark Chocolate Coated Nuts,Wildflower Cacao,Dark,Bordeaux Factory D,France,Amazon Cacao Growers,9542,7980,3.97,31680.6,22328.28,9352.32,1802,100.0
CHC-00798,Marzipan Style Almond Chocolate Truffle Box,Velvet Cacao,Almond,Turin Factory J,Italy,EcoPack Solutions,6345,5902,4.12,24316.24,11294.1,13022.14,531,84.8
CHC-00799,Vanilla Bean White Chocolate Coated Nuts,TruffleWorks,White,Hershey Falls Factory X,USA,Global Cocoa Partners,5661,4637,3.48,16136.76,13190.13,2946.63,1069,91.5
CHC-00800,Confectionery Grade Compound Chocolate Bar,Maison Cacao,Compound,Dubai Factory W,UAE,TerraFair Trade Beans,4184,3769,2.31,8706.39,5564.72,3141.67,586,80.7
CHC-00801,Biscuit Milk Chocolate Bar,Cacao Verde,Milk,Bruges Factory D,Belgium,Ivory Cocoa Traders,4799,5279,2.03,10716.37,4894.98,5821.39,10,82.1
CHC-00802,Single Origin Dark Chocolate Gift Box,Cacao Nomad,Dark,Dubai Factory W,UAE,Nordic Milk Co.,20128,18804,5.1,95900.4,41866.24,54034.16,1612,83.2
CHC-00803,Oat Milk Blend Vegan Dark Chocolate Coated Nuts,Cacao Nomad,Vegan Dark,Pune Factory K,India,Ivory Cocoa Traders,4096,3381,6.46,21841.26,13434.88,8406.38,923,87.4
CHC-00804,Single Origin Dark Chocolate Wafer Bar,Copper Kettle Chocolate,Dark,Osaka Factory M,Japan,Alpine Dairy Co.,4164,4496,5.22,23469.12,9993.6,13475.52,10,91.4
CHC-00805,Single Origin Dark Chocolate Chips (Baking),Maison Cacao,Dark,Bordeaux Factory D,France,Coastal Coconut Co.,5946,6237,5.09,31746.33,13437.96,18308.37,10,89.8
CHC-00806,Single Origin Dark Chocolate Chips (Baking),Pure Bloom Chocolatiers,Dark,Antwerp Factory A,Belgium,Nordic Milk Co.,1696,1288,3.13,4031.44,2425.28,1606.16,538,82.1
CHC-00807,85% Extra Bold Dark Chocolate Truffle Box,Terra Cacao,Dark,Sao Paulo Factory P,Brazil,Pacific Sugar Mills,9494,7585,6.48,49150.8,29716.22,19434.58,2093,88.1
CHC-00808,Raspberry Swirl White Chocolate Filled Bar,Wildflower Cacao,White,Guayaquil Factory Q,Ecuador,EcoPack Solutions,5073,4937,2.7,13329.9,8218.26,5111.64,318,80.0
CHC-00809,Classic Sugar-Free Chocolate Chips (Baking),Ember & Oak,Sugar-Free,Osaka Factory M,Japan,EcoPack Solutions,4577,3722,3.99,14850.78,7460.51,7390.27,1027,83.9
CHC-00810,Praline Hazelnut Chocolate Gift Box,Noir Origins,Hazelnut,Dubai Factory W,UAE,TerraFair Trade Beans,3564,3237,4.74,15343.38,7733.88,7609.5,448,79.8
CHC-00811,Berry Burst Ruby Chocolate Coated Nuts,Silk Route Chocolate,Ruby,Jakarta Factory O,Indonesia,Nordic Milk Co.,3449,3000,7.11,21330.0,12623.34,8706.66,714,86.2
CHC-00812,85% Extra Bold Dark Chocolate Pralines,Whisk & Wonder,Dark,Zurich Factory E,Switzerland,Continental Sugar Corp,2054,1584,4.85,7682.4,5833.36,1849.04,697,90.4
CHC-00813,Lemon Zest White Chocolate Filled Bar,Ivory & Cocoa,White,Munich Factory C,Germany,TerraFair Trade Beans,9086,8268,2.42,20008.56,9812.88,10195.68,1086,100.0
CHC-00814,Honeycomb Milk Chocolate Truffle Box,Maison Cacao,Milk,Bruges Factory D,Belgium,Nordic Milk Co.,2318,1795,3.21,5761.95,4010.14,1751.81,747,83.0
CHC-00815,Honeycomb Milk Chocolate Chips (Baking),Velvet Cacao,Milk,Antwerp Factory A,Belgium,EcoPack Solutions,4194,4090,3.1,12679.0,6416.82,6262.18,228,91.9
CHC-00816,Salted Butter Caramel Chocolate Coated Nuts,Cocoa Bloom,Caramel,Lima Factory S,Peru,Coastal Coconut Co.,2398,2113,2.65,5599.45,4172.52,1426.93,581,89.8
CHC-00817,Biscuit Milk Chocolate Coated Nuts,Wildflower Cacao,Milk,Guayaquil Factory Q,Ecuador,Coastal Coconut Co.,6440,4995,3.9,19480.5,15327.2,4153.3,1601,85.8
CHC-00818,Stevia Sweetened Sugar-Free Chocolate Filled Bar,Sunset Grove Chocolate,Sugar-Free,Lyon Factory G,France,Sahara Nut Suppliers,2850,2759,3.6,9932.4,6355.5,3576.9,357,83.4
CHC-00819,Gianduja Style Hazelnut Chocolate Drops,Rainforest Bloom,Hazelnut,Bristol Factory H,United Kingdom,Ghana Bean Collective,24219,21491,4.97,106810.27,55703.7,51106.57,2967,80.1
CHC-00820,Stevia Sweetened Sugar-Free Chocolate Drops,Silk Route Chocolate,Sugar-Free,Melbourne Factory N,Australia,Coastal Coconut Co.,3600,3153,4.74,14945.22,9432.0,5513.22,741,89.0
CHC-00821,Original Ruby Chocolate Bar,Cacao Verde,Ruby,Cape Town Factory V,South Africa,Heritage Almond Growers,12237,11917,4.17,49693.89,29368.8,20325.09,603,83.3
CHC-00822,Salted Butter Caramel Chocolate Wafer Bar,Golden Bean Co.,Caramel,Abidjan Factory U,Cote d'Ivoire,Amazon Cacao Growers,2481,2568,4.48,11504.64,5185.29,6319.35,159,87.6
CHC-00823,Salted Butter Caramel Chocolate Wafer Bar,Bean & Bloom,Caramel,Zurich Factory E,Switzerland,Sahara Nut Suppliers,4073,3940,3.53,13908.2,8227.46,5680.74,166,94.2
CHC-00824,Bakers Classic Compound Chocolate Wafer Bar,Whisk & Wonder,Compound,Lyon Factory G,France,EcoPack Solutions,1407,1332,1.57,2091.24,1280.37,810.87,203,77.1
CHC-00825,85% Extra Bold Dark Chocolate Gift Box,Cacao Verde,Dark,Montreal Factory Y,Canada,Alpine Dairy Co.,2641,2499,4.77,11920.23,6813.78,5106.45,305,98.0
CHC-00826,Marzipan Style Almond Chocolate Bar,Copper Kettle Chocolate,Almond,Accra Factory T,Ghana,Continental Sugar Corp,8430,7451,3.07,22874.57,16017.0,6857.57,1192,83.1
CHC-00827,Espresso Infused Dark Chocolate Wafer Bar,Amber Cacao Co.,Dark,Lyon Factory G,France,Alpine Dairy Co.,8829,6703,3.54,23728.62,14479.56,9249.06,2253,92.2
CHC-00828,Soft Caramel Core Chocolate Squares,Amber Cacao Co.,Caramel,Zurich Factory E,Switzerland,Alpine Dairy Co.,1599,1559,4.58,7140.22,4173.39,2966.83,260,90.6
CHC-00829,Sea Salt Milk Chocolate Coated Nuts,Golden Bean Co.,Milk,Lima Factory S,Peru,Heritage Almond Growers,5345,4059,2.02,8199.18,5719.15,2480.03,1545,86.8
CHC-00830,Whole Hazelnut Chocolate Bar,Choco Artisan,Hazelnut,Munich Factory C,Germany,Global Cocoa Partners,1646,1209,3.74,4521.66,3308.46,1213.2,619,91.1
CHC-00831,Citrus Ruby Chocolate Bar,Sunset Grove Chocolate,Ruby,Zurich Factory E,Switzerland,Heritage Almond Growers,7914,7737,7.5,58027.5,33792.78,24234.72,303,97.1
CHC-00832,Sea Salt Caramel Chocolate Coated Nuts,Cacao & Co.,Caramel,Sao Paulo Factory P,Brazil,Ghana Bean Collective,4484,3869,4.33,16752.77,10761.6,5991.17,779,88.3
CHC-00833,Cranberry Walnut Fruit & Nut Chocolate Drops,Rainforest Bloom,Fruit & Nut,Portland Factory A,USA,EcoPack Solutions,2178,1519,4.68,7108.92,4965.84,2143.08,723,95.4
CHC-00834,Classic Sugar-Free Chocolate Wafer Bar,Whisk & Wonder,Sugar-Free,Osaka Factory M,Japan,Sunrise Vanilla Farms,2746,2317,5.81,13461.77,7881.02,5580.75,665,100.0
CHC-00835,70% Intense Dark Chocolate Bar,Velvet Cacao,Dark,Abidjan Factory U,Cote d'Ivoire,Alpine Dairy Co.,14825,12368,2.61,32280.48,21941.0,10339.48,2644,88.8
CHC-00836,Classic Sugar-Free Chocolate Pralines,Noir Origins,Sugar-Free,Amsterdam Factory I,Netherlands,Continental Sugar Corp,1133,1246,5.95,7413.7,3387.67,4026.03,110,82.3
CHC-00837,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Terra Cacao,Fruit & Nut,Bern Factory B,Switzerland,Coastal Coconut Co.,3315,3096,4.56,14117.76,10243.35,3874.41,493,85.3
CHC-00838,Whole Hazelnut Chocolate Filled Bar,Amber Cacao Co.,Hazelnut,Dubai Factory W,UAE,Meridian Cacao Exchange,2017,1842,5.0,9210.0,4558.42,4651.58,307,90.6
CHC-00839,Cranberry Walnut Fruit & Nut Chocolate Bar,Northstar Confectionery,Fruit & Nut,Abidjan Factory U,Cote d'Ivoire,Nordic Milk Co.,2109,1829,5.24,9583.96,6769.89,2814.07,480,94.7
CHC-00840,Single Origin Dark Chocolate Chips (Baking),Northstar Confectionery,Dark,Hershey Falls Factory X,USA,Ivory Cocoa Traders,1507,1319,4.18,5513.42,4008.62,1504.8,312,74.9
CHC-00841,Organic Raw Cacao Chocolate Squares,Cacao Verde,Organic,Cologne Factory F,Germany,Meridian Cacao Exchange,1519,1444,3.8,5487.2,3174.71,2312.49,148,86.8
CHC-00842,Oat Milk Blend Vegan Dark Chocolate Drops,Copper Kettle Chocolate,Vegan Dark,Lima Factory S,Peru,Continental Sugar Corp,2373,1761,3.32,5846.52,4959.57,886.95,742,83.8
CHC-00843,Coconut White Chocolate Chips (Baking),Choco Artisan,White,Amsterdam Factory I,Netherlands,Andes Bean Exporters,8437,6530,3.94,25728.2,15777.19,9951.01,2052,99.8
CHC-00844,85% Extra Bold Dark Chocolate Drops,Amber Cacao Co.,Dark,Lima Factory S,Peru,Ivory Cocoa Traders,2876,1805,4.47,8068.35,7909.0,159.35,1341,81.4
CHC-00845,Gianduja Style Hazelnut Chocolate Pralines,Auric Chocolate,Hazelnut,Lyon Factory G,France,Continental Sugar Corp,6715,5529,5.23,28916.67,21890.9,7025.77,1252,92.1
CHC-00846,Sea Salt Milk Chocolate Filled Bar,Ember & Oak,Milk,Osaka Factory M,Japan,EcoPack Solutions,14862,13959,4.45,62117.55,32993.64,29123.91,1121,88.5
CHC-00847,Salted Butter Caramel Chocolate Gift Box,Terra Cacao,Caramel,Montreal Factory Y,Canada,Pacific Sugar Mills,12041,10551,2.75,29015.25,21432.98,7582.27,1759,94.2
CHC-00848,Single Origin Dark Chocolate Pralines,TruffleWorks,Dark,Portland Factory A,USA,TerraFair Trade Beans,20004,18302,3.5,64057.0,37207.44,26849.56,1742,100.0
CHC-00849,85% Extra Bold Dark Chocolate Filled Bar,Pure Bloom Chocolatiers,Dark,Abidjan Factory U,Cote d'Ivoire,Meridian Cacao Exchange,1961,1635,3.76,6147.6,3823.95,2323.65,521,86.1
CHC-00850,Honeycomb Milk Chocolate Truffle Box,Maison Cacao,Milk,Melbourne Factory N,Australia,Sahara Nut Suppliers,16963,16470,2.22,36563.4,25444.5,11118.9,603,78.9
CHC-00851,Single Origin Dark Chocolate Truffle Box,Maison Cacao,Dark,Oaxaca Factory Z,Mexico,Sunrise Vanilla Farms,2488,1982,2.54,5034.28,4130.08,904.2,638,97.5
CHC-00852,Biscuit Milk Chocolate Truffle Box,Auric Chocolate,Milk,Abidjan Factory U,Cote d'Ivoire,EcoPack Solutions,1366,1219,3.72,4534.68,3264.74,1269.94,285,83.2
CHC-00853,Single Origin Dark Chocolate Truffle Box,Silk Route Chocolate,Dark,Lyon Factory G,France,Meridian Cacao Exchange,3401,2355,2.55,6005.25,4591.35,1413.9,1189,89.1
CHC-00854,Salted Butter Caramel Chocolate Pralines,Cocoa Bloom,Caramel,Amsterdam Factory I,Netherlands,Meridian Cacao Exchange,6802,5921,4.47,26466.87,14760.34,11706.53,950,92.8
CHC-00855,Coconut Sugar Vegan Dark Chocolate Gift Box,Silk Route Chocolate,Vegan Dark,Bern Factory B,Switzerland,Continental Sugar Corp,5070,5003,3.48,17410.44,9886.5,7523.94,353,77.5
CHC-00856,Sea Salt Caramel Chocolate Truffle Box,Choco Artisan,Caramel,Turin Factory J,Italy,Andes Bean Exporters,2643,2226,2.88,6410.88,3435.9,2974.98,518,83.9
CHC-00857,Biscuit Milk Chocolate Drops,Ivory & Cocoa,Milk,Osaka Factory M,Japan,Ghana Bean Collective,2249,2066,4.02,8305.32,4183.14,4122.18,300,89.6
CHC-00858,85% Extra Bold Dark Chocolate Wafer Bar,Silk Route Chocolate,Dark,Jakarta Factory O,Indonesia,Ghana Bean Collective,4553,4162,6.12,25471.44,11245.91,14225.53,592,83.6
CHC-00859,Classic Milk Chocolate Gift Box,Pure Bloom Chocolatiers,Milk,Bruges Factory D,Belgium,Meridian Cacao Exchange,3923,2951,4.34,12807.34,9885.96,2921.38,1116,100.0
CHC-00860,Coconut Sugar Vegan Dark Chocolate Wafer Bar,Whisk & Wonder,Vegan Dark,Zurich Factory E,Switzerland,Ivory Cocoa Traders,1727,1757,6.61,11613.77,5111.92,6501.85,239,78.8
CHC-00861,Tropical Mix Fruit & Nut Chocolate Squares,Sunset Grove Chocolate,Fruit & Nut,Turin Factory J,Italy,Heritage Almond Growers,1666,1167,5.23,6103.41,5347.86,755.55,700,93.7
CHC-00862,Roasted Almond Chocolate Filled Bar,Cacao Nomad,Almond,Oaxaca Factory Z,Mexico,Andes Bean Exporters,1836,1486,3.97,5899.42,3433.32,2466.1,609,83.9
CHC-00863,Sea Salt Milk Chocolate Truffle Box,Cacao Nomad,Milk,Antwerp Factory A,Belgium,Heritage Almond Growers,1995,1622,3.65,5920.3,4788.0,1132.3,413,88.5
CHC-00864,Plant-Based Classic Vegan Dark Chocolate Chips (Baking),Northstar Confectionery,Vegan Dark,Abidjan Factory U,Cote d'Ivoire,Sunrise Vanilla Farms,2810,2864,6.05,17327.2,10481.3,6845.9,14,82.9
CHC-00865,Sea Salt Milk Chocolate Coated Nuts,Blue Ridge Chocolatiers,Milk,Abidjan Factory U,Cote d'Ivoire,Ghana Bean Collective,2597,2283,3.68,8401.44,5479.67,2921.77,392,91.3
CHC-00866,Almond Crunch Chocolate Pralines,Maison Cacao,Almond,Oaxaca Factory Z,Mexico,Global Cocoa Partners,2875,2842,3.23,9179.66,4427.5,4752.16,294,95.7
CHC-00867,Whole Hazelnut Chocolate Filled Bar,Terra Cacao,Hazelnut,Munich Factory C,Germany,Sunrise Vanilla Farms,7416,6925,3.41,23614.25,11272.32,12341.93,544,91.6
CHC-00868,85% Extra Bold Dark Chocolate Chips (Baking),Bean & Bloom,Dark,Bruges Factory D,Belgium,EcoPack Solutions,4733,4068,2.67,10861.56,5442.95,5418.61,893,87.3
CHC-00869,Sea Salt Caramel Chocolate Truffle Box,Northstar Confectionery,Caramel,Cape Town Factory V,South Africa,Ghana Bean Collective,6684,5926,2.95,17481.7,11563.32,5918.38,959,72.3
CHC-00870,Classic Milk Chocolate Bar,TruffleWorks,Milk,Oaxaca Factory Z,Mexico,Meridian Cacao Exchange,11019,9889,2.74,27095.86,17189.64,9906.22,1389,89.5
CHC-00871,Cranberry Walnut Fruit & Nut Chocolate Wafer Bar,Ivory & Cocoa,Fruit & Nut,Bordeaux Factory D,France,Pacific Sugar Mills,2434,1919,3.17,6083.23,3407.6,2675.63,742,74.1
CHC-00872,Lemon Zest White Chocolate Gift Box,Choco Artisan,White,Hershey Falls Factory X,USA,Coastal Coconut Co.,8290,7759,2.87,22268.33,14010.1,8258.23,621,94.8
CHC-00873,Honeycomb Milk Chocolate Filled Bar,Rainforest Bloom,Milk,Pune Factory K,India,Coastal Coconut Co.,3067,2752,2.49,6852.48,4876.53,1975.95,371,80.4
CHC-00874,Espresso Infused Dark Chocolate Filled Bar,Terra Cacao,Dark,Cologne Factory F,Germany,TerraFair Trade Beans,953,784,4.79,3755.36,3011.48,743.88,341,75.0
CHC-00875,Raisin & Almond Fruit & Nut Chocolate Chips (Baking),Amber Cacao Co.,Fruit & Nut,Abidjan Factory U,Cote d'Ivoire,Andes Bean Exporters,2608,2292,3.4,7792.8,5789.76,2003.04,411,76.8
CHC-00876,Original Ruby Chocolate Coated Nuts,Northstar Confectionery,Ruby,Pune Factory K,India,Coastal Coconut Co.,3995,2446,7.24,17709.04,19655.4,-1946.36,1748,87.9
CHC-00877,Sea Salt Milk Chocolate Bar,Ember & Oak,Milk,Zurich Factory E,Switzerland,Coastal Coconut Co.,906,786,4.27,3356.22,1612.68,1743.54,295,82.0
CHC-00878,Almond Crunch Chocolate Bar,Copper Kettle Chocolate,Almond,Cologne Factory F,Germany,Amazon Cacao Growers,4006,4044,4.08,16499.52,10736.08,5763.44,259,88.3
CHC-00879,Biscuit Milk Chocolate Pralines,Rainforest Bloom,Milk,Bruges Factory D,Belgium,EcoPack Solutions,5842,4963,2.18,10819.34,7302.5,3516.84,928,79.0
CHC-00880,Single Origin Dark Chocolate Squares,Bean & Bloom,Dark,Zurich Factory E,Switzerland,Alpine Dairy Co.,2151,2113,5.26,11114.38,5119.38,5995.0,281,93.0
CHC-00881,Praline Hazelnut Chocolate Wafer Bar,Cacao Verde,Hazelnut,Dubai Factory W,UAE,Heritage Almond Growers,5179,4566,4.87,22236.42,10358.0,11878.42,805,98.3
CHC-00882,Diabetic Friendly Sugar-Free Chocolate Pralines,Cacao Nomad,Sugar-Free,Zurich Factory E,Switzerland,Ivory Cocoa Traders,3229,3127,3.6,11257.2,5747.62,5509.58,283,88.3
CHC-00883,Honeycomb Milk Chocolate Squares,Golden Bean Co.,Milk,Bordeaux Factory D,France,Andes Bean Exporters,7111,5663,3.98,22538.74,12230.92,10307.82,1693,80.7
CHC-00884,Raisin & Almond Fruit & Nut Chocolate Squares,TruffleWorks,Fruit & Nut,Toronto Factory B,Canada,Andes Bean Exporters,1692,1378,3.33,4588.74,3823.92,764.82,435,78.6
CHC-00885,Marzipan Style Almond Chocolate Drops,Bean & Bloom,Almond,Oaxaca Factory Z,Mexico,Meridian Cacao Exchange,8303,7496,3.49,26161.04,17021.15,9139.89,936,82.1
CHC-00886,Coconut Sugar Vegan Dark Chocolate Filled Bar,Amber Cacao Co.,Vegan Dark,Medellin Factory R,Colombia,Coastal Coconut Co.,2602,2168,5.77,12509.36,9991.68,2517.68,549,95.2
CHC-00887,Praline Hazelnut Chocolate Coated Nuts,Cocoa Bloom,Hazelnut,Lyon Factory G,France,Coastal Coconut Co.,4571,3504,4.64,16258.56,10467.59,5790.97,1289,83.2
CHC-00888,85% Extra Bold Dark Chocolate Pralines,Golden Bean Co.,Dark,Turin Factory J,Italy,Continental Sugar Corp,4477,3360,4.42,14851.2,9133.08,5718.12,1220,76.8
CHC-00889,Whole Hazelnut Chocolate Gift Box,Wildflower Cacao,Hazelnut,Guayaquil Factory Q,Ecuador,Nordic Milk Co.,7783,5458,5.53,30182.74,20157.97,10024.77,2622,100.0
CHC-00890,85% Extra Bold Dark Chocolate Drops,Maison Cacao,Dark,Cape Town Factory V,South Africa,Coastal Coconut Co.,6401,5097,6.21,31652.37,21955.43,9696.94,1361,98.8
CHC-00891,Roasted Almond Chocolate Drops,Noir Origins,Almond,Guayaquil Factory Q,Ecuador,Sahara Nut Suppliers,3994,2990,3.62,10823.8,7029.44,3794.36,1177,98.0
CHC-00892,Diabetic Friendly Sugar-Free Chocolate Wafer Bar,Wildflower Cacao,Sugar-Free,Accra Factory T,Ghana,Heritage Almond Growers,7119,6325,5.12,32384.0,16231.32,16152.68,1039,83.0
CHC-00893,Single Origin Dark Chocolate Gift Box,Bean & Bloom,Dark,Hershey Falls Factory X,USA,Nordic Milk Co.,3190,3180,5.01,15931.8,8549.2,7382.6,85,93.2
CHC-00894,Organic Raw Cacao Chocolate Squares,Velvet Cacao,Organic,Turin Factory J,Italy,Pacific Sugar Mills,12934,11462,6.75,77368.5,46562.4,30806.1,1564,81.3
CHC-00895,Citrus Ruby Chocolate Filled Bar,Blue Ridge Chocolatiers,Ruby,Melbourne Factory N,Australia,Alpine Dairy Co.,1386,1193,6.92,8255.56,6042.96,2212.6,293,84.3
CHC-00896,70% Intense Dark Chocolate Truffle Box,Whisk & Wonder,Dark,Abidjan Factory U,Cote d'Ivoire,Meridian Cacao Exchange,13595,11615,3.64,42278.6,27869.75,14408.85,2129,92.0
