OrderID,CustomerName,ProductID,ProductName,Quantity,OrderDate,DeliveryStatus,Country,RevenueUSD
ORD-11053,Tanner-Leach,CHC-00869,Sea Salt Caramel Chocolate Truffle Box,67,2026-07-07,Processing,South Africa,197.65
ORD-11054,Perez Inc,CHC-00646,Biscuit Milk Chocolate Gift Box,45,2026-06-23,Delivered,USA,95.85
ORD-11055,"Jones, Figueroa and Gonzalez",CHC-00831,Citrus Ruby Chocolate Bar,33,2026-01-13,Delivered,Switzerland,247.5
ORD-11056,Bowman-Collins,CHC-00203,70% Intense Dark Chocolate Drops,11,2026-01-14,Pending,Belgium,31.9
ORD-11057,Finley-Collins,CHC-00562,70% Intense Dark Chocolate Squares,27,2026-05-12,Pending,Cote d'Ivoire,150.66
ORD-11058,"Eaton, Ray and Flores",CHC-00007,Almond Crunch Chocolate Pralines,13,2026-06-22,Processing,Australia,66.3
ORD-11059,Gross-Collins,CHC-01251,Biscuit Milk Chocolate Drops,51,2025-11-09,Processing,India,166.77
ORD-11060,Berry-Rodriguez,CHC-01075,Lemon Zest White Chocolate Filled Bar,33,2026-05-17,Shipped,USA,119.13
ORD-11061,"Cuevas, Kemp and Jones",CHC-00849,85% Extra Bold Dark Chocolate Filled Bar,39,2026-05-07,Delivered,Cote d'Ivoire,146.64
ORD-11062,Butler-Gilmore,CHC-00350,Tropical Mix Fruit & Nut Chocolate Drops,31,2026-03-16,Shipped,France,149.73
ORD-11063,"Perez, Clark and Daniels",CHC-00939,70% Intense Dark Chocolate Drops,27,2026-04-11,Processing,Mexico,123.12
ORD-11064,"Dominguez, Martinez and Rocha",CHC-00838,Whole Hazelnut Chocolate Filled Bar,55,2026-04-30,Delivered,UAE,275.0
ORD-11065,Murray PLC,CHC-01110,Honeycomb Milk Chocolate Squares,62,2025-10-17,Delivered,Japan,202.12
ORD-11066,Johnson-Anderson,CHC-01026,Raspberry Swirl White Chocolate Pralines,87,2026-05-03,Shipped,United Kingdom,217.5
ORD-11067,White LLC,CHC-00492,Biscuit Milk Chocolate Coated Nuts,8,2026-01-09,Delivered,Switzerland,27.04
ORD-11068,"Mccormick, Kelly and Walker",CHC-00712,Roasted Almond Chocolate Chips (Baking),174,2026-02-17,Delivered,Mexico,906.54
ORD-11069,"Munoz, Brown and Richardson",CHC-00948,Almond Crunch Chocolate Gift Box,21,2025-12-30,Pending,Netherlands,63.84
ORD-11070,"Hamilton, James and Mckinney",CHC-00776,70% Intense Dark Chocolate Chips (Baking),30,2025-11-18,Processing,Peru,107.1
ORD-11071,Harris-Turner,CHC-00203,70% Intense Dark Chocolate Drops,19,2025-12-15,Shipped,Belgium,55.1
ORD-11072,Robertson-Compton,CHC-00321,Stevia Sweetened Sugar-Free Chocolate Chips (Baking),88,2025-11-23,Delivered,India,344.08
ORD-11073,Payne-Mason,CHC-00125,Whole Hazelnut Chocolate Gift Box,26,2026-07-26,Processing,USA,123.76
ORD-11074,"Savage, Jacobs and Gray",CHC-00131,Coconut White Chocolate Drops,21,2026-07-07,Delivered,Canada,56.28
ORD-11075,"Yoder, Martin and Smith",CHC-00384,Bakers Classic Compound Chocolate Gift Box,12,2026-03-20,Shipped,Japan,17.28
ORD-11076,"Arnold, Malone and Oneill",CHC-00538,Sea Salt Milk Chocolate Truffle Box,41,2026-05-28,Pending,Germany,174.66
ORD-11077,Brown-Brown,CHC-00125,Whole Hazelnut Chocolate Gift Box,25,2026-06-08,Delivered,USA,119.0
ORD-11078,"Johnson, Shaw and Roach",CHC-00384,Bakers Classic Compound Chocolate Gift Box,82,2026-03-09,Delivered,Japan,118.08
ORD-11079,"Friedman, Dixon and Cantu",CHC-00533,Gianduja Style Hazelnut Chocolate Pralines,24,2026-04-08,Pending,USA,110.4
ORD-11080,"Lewis, Hernandez and Gonzales",CHC-00512,Sea Salt Milk Chocolate Squares,157,2026-02-17,Delivered,Japan,541.65
ORD-11081,Coleman PLC,CHC-00723,Salted Butter Caramel Chocolate Bar,38,2025-12-18,Delivered,Belgium,125.4
ORD-11082,"Green, Hill and Fisher",CHC-00811,Berry Burst Ruby Chocolate Coated Nuts,15,2026-04-19,Pending,Indonesia,106.65
ORD-11083,"Fuller, Brown and Ayala",CHC-00009,Confectionery Grade Compound Chocolate Drops,26,2025-11-29,Delivered,Germany,40.82
ORD-11084,Leach-Martin,CHC-00662,Espresso Infused Dark Chocolate Drops,30,2026-03-08,Shipped,Cote d'Ivoire,86.4
ORD-11085,Ryan and Sons,CHC-01418,Coconut White Chocolate Pralines,29,2026-03-11,Shipped,Canada,99.47
ORD-11086,"Short, Hall and Thompson",CHC-01065,Vanilla Bean White Chocolate Gift Box,17,2026-05-04,Delivered,USA,48.96
ORD-11087,Cherry Ltd,CHC-00995,70% Intense Dark Chocolate Squares,19,2026-01-16,Delivered,China,49.59
ORD-11088,"Rodriguez, Ford and Wheeler",CHC-01139,Coconut White Chocolate Filled Bar,38,2026-02-03,Delivered,USA,114.76
ORD-11089,Nelson Group,CHC-00678,Espresso Infused Dark Chocolate Squares,6,2026-03-19,Delivered,Switzerland,24.12
ORD-11090,"Williams, Raymond and Ramos",CHC-00498,Original Ruby Chocolate Chips (Baking),5,2026-03-27,Delivered,Indonesia,31.85
ORD-11091,Oneill PLC,CHC-00447,Espresso Infused Dark Chocolate Gift Box,20,2026-01-04,Pending,Australia,106.2
ORD-11092,"Perry, Flores and Jackson",CHC-00798,Marzipan Style Almond Chocolate Truffle Box,41,2026-01-29,Delivered,Italy,168.92
ORD-11093,Bright LLC,CHC-00460,70% Intense Dark Chocolate Filled Bar,94,2025-10-15,Delivered,USA,582.8
ORD-11094,Wang-Sanchez,CHC-00359,Plant-Based Classic Vegan Dark Chocolate Bar,12,2026-07-02,Delivered,Netherlands,48.72
ORD-11095,Perez Group,CHC-00030,Citrus Ruby Chocolate Truffle Box,22,2025-11-12,Pending,USA,156.64
ORD-11096,Montgomery-Turner,CHC-01347,Cranberry Walnut Fruit & Nut Chocolate Bar,73,2025-11-12,Delivered,Netherlands,343.1
ORD-11097,Reid Group,CHC-00507,Single Origin Dark Chocolate Chips (Baking),35,2025-11-11,Delivered,Ghana,141.05
ORD-11098,Thomas PLC,CHC-00437,Biscuit Milk Chocolate Truffle Box,52,2026-03-28,Delivered,USA,140.4
ORD-11099,Martinez-Phillips,CHC-00844,85% Extra Bold Dark Chocolate Drops,29,2026-03-16,Pending,Peru,129.63
ORD-11100,Castillo-Gonzales,CHC-00311,Classic Sugar-Free Chocolate Filled Bar,39,2026-02-03,Shipped,Japan,131.04
ORD-11101,"Tucker, Duffy and Ruiz",CHC-00708,Value Pack Compound Chocolate Wafer Bar,47,2026-02-17,Processing,Brazil,84.6
ORD-11102,Ruiz PLC,CHC-01249,Gianduja Style Hazelnut Chocolate Drops,46,2026-08-01,Delivered,Cote d'Ivoire,201.48
ORD-11103,Porter and Sons,CHC-00538,Sea Salt Milk Chocolate Truffle Box,35,2025-11-22,Pending,Germany,149.1
ORD-11104,Bell Group,CHC-00740,Value Pack Compound Chocolate Chips (Baking),7,2026-05-12,Delivered,Germany,10.08
ORD-11105,Powell LLC,CHC-01113,Organic Fair-Trade Chocolate Chips (Baking),48,2025-12-19,Shipped,Japan,231.36
ORD-11106,"Coleman, Bell and Vazquez",CHC-00874,Espresso Infused Dark Chocolate Filled Bar,38,2025-11-07,Shipped,Germany,182.02
ORD-11107,Brewer-Marshall,CHC-00295,70% Intense Dark Chocolate Bar,16,2026-01-12,Delivered,India,49.12
ORD-11108,"Kelley, Williams and Mueller",CHC-01000,Citrus Ruby Chocolate Filled Bar,14,2026-05-12,Delivered,Germany,66.36
ORD-11109,Gomez-Soto,CHC-01273,Sea Salt Milk Chocolate Gift Box,240,2026-07-26,Pending,Indonesia,787.2
ORD-11110,"Morales, Reynolds and Evans",CHC-01098,Classic Sugar-Free Chocolate Chips (Baking),37,2026-04-22,Processing,Switzerland,140.6
ORD-11111,"Delgado, Francis and Smith",CHC-00047,Espresso Infused Dark Chocolate Bar,16,2025-11-21,Pending,Cote d'Ivoire,85.12
ORD-11112,"Thomas, Diaz and York",CHC-01374,Marzipan Style Almond Chocolate Wafer Bar,57,2026-05-25,Pending,Germany,175.56
ORD-11113,Lawrence-Byrd,CHC-01237,Organic Raw Cacao Chocolate Truffle Box,25,2026-05-15,Delivered,China,165.75
ORD-11114,Owen-Moore,CHC-00384,Bakers Classic Compound Chocolate Gift Box,48,2026-05-01,Delivered,Japan,69.12
ORD-11115,"Powell, White and Wilson",CHC-01351,Espresso Infused Dark Chocolate Drops,36,2025-12-17,Shipped,Switzerland,90.36
ORD-11116,Jensen Group,CHC-01322,Honeycomb Milk Chocolate Filled Bar,143,2026-01-25,Delivered,Brazil,384.67
ORD-11117,Simpson-Cox,CHC-00022,Classic Milk Chocolate Truffle Box,37,2026-06-18,Pending,Switzerland,131.35
ORD-11118,Bailey PLC,CHC-00700,Classic Sugar-Free Chocolate Wafer Bar,12,2025-11-23,Delivered,Mexico,39.72
ORD-11119,Fowler-Woods,CHC-01490,Confectionery Grade Compound Chocolate Truffle Box,27,2025-11-24,Processing,Mexico,37.8
ORD-11120,Scott-Lynch,CHC-00243,Coconut Sugar Vegan Dark Chocolate Coated Nuts,36,2025-12-03,Shipped,Indonesia,146.16
ORD-11121,"Hartman, Green and Wood",CHC-00518,Single Origin Dark Chocolate Squares,75,2025-10-29,Shipped,Indonesia,355.5
ORD-11122,Jones-Cochran,CHC-00463,Praline Hazelnut Chocolate Coated Nuts,72,2026-07-18,Shipped,Brazil,282.96
ORD-11123,"Ryan, Hill and Cook",CHC-01231,Citrus Ruby Chocolate Drops,16,2025-11-23,Processing,Mexico,121.28
ORD-11124,Martin-Vaughn,CHC-01225,Marzipan Style Almond Chocolate Drops,43,2026-01-19,Pending,Switzerland,120.4
ORD-11125,Jones and Sons,CHC-00775,Sea Salt Caramel Chocolate Chips (Baking),56,2026-03-12,Processing,Brazil,240.24
ORD-11126,Doyle and Sons,CHC-00556,Roasted Almond Chocolate Drops,23,2026-06-06,Pending,Germany,67.85
ORD-11127,Collins and Sons,CHC-00564,Sea Salt Milk Chocolate Coated Nuts,39,2025-11-24,Processing,Germany,97.11
ORD-11128,Kim Inc,CHC-01314,Lemon Zest White Chocolate Bar,95,2025-12-25,Processing,Netherlands,354.35
ORD-11129,"Maddox, Meadows and Rodriguez",CHC-00619,Espresso Infused Dark Chocolate Coated Nuts,31,2026-01-06,Delivered,USA,137.95
ORD-11130,Pierce Inc,CHC-00852,Biscuit Milk Chocolate Truffle Box,69,2026-07-09,Pending,Cote d'Ivoire,256.68
ORD-11131,Hamilton and Sons,CHC-01369,Classic Milk Chocolate Drops,42,2026-07-10,Processing,India,180.18
ORD-11132,Adkins Ltd,CHC-01151,Almond Crunch Chocolate Squares,17,2026-05-16,Pending,Ghana,91.12
ORD-11133,Henderson-Soto,CHC-00671,Honeycomb Milk Chocolate Squares,101,2026-04-23,Pending,Switzerland,319.16
ORD-11134,"Molina, Harper and Davila",CHC-00791,Single Origin Dark Chocolate Bar,24,2025-10-11,Delivered,United Kingdom,111.84
ORD-11135,Miller and Sons,CHC-00259,85% Extra Bold Dark Chocolate Filled Bar,26,2026-02-10,Shipped,USA,105.82
ORD-11136,Williams LLC,CHC-00678,Espresso Infused Dark Chocolate Squares,4,2026-05-09,Delivered,Switzerland,16.08
ORD-11137,"Benson, Jackson and Ford",CHC-00879,Biscuit Milk Chocolate Pralines,44,2026-01-17,Delivered,Belgium,95.92
ORD-11138,White PLC,CHC-00668,85% Extra Bold Dark Chocolate Chips (Baking),20,2025-11-24,Delivered,Cote d'Ivoire,76.6
ORD-11139,Chambers-Montes,CHC-00087,Sea Salt Caramel Chocolate Drops,17,2026-06-27,Delivered,UAE,63.92
ORD-11140,Martinez-Vincent,CHC-01005,85% Extra Bold Dark Chocolate Filled Bar,14,2025-12-30,Delivered,Mexico,58.1
ORD-11141,Myers-King,CHC-00033,Single Origin Dark Chocolate Coated Nuts,227,2026-05-07,Delivered,China,1003.34
ORD-11142,Webb Inc,CHC-00187,Roasted Almond Chocolate Drops,99,2026-01-24,Delivered,Mexico,410.85
ORD-11143,"Mccarthy, Thompson and White",CHC-01233,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),17,2026-07-06,Processing,United Kingdom,68.68
ORD-11144,Leon Ltd,CHC-00991,Espresso Infused Dark Chocolate Filled Bar,114,2025-12-05,Delivered,Colombia,572.28
ORD-11145,"Rios, Griffin and Dean",CHC-00567,Roasted Almond Chocolate Squares,11,2025-12-04,Delivered,Germany,51.37
ORD-11146,Logan PLC,CHC-00338,Marzipan Style Almond Chocolate Bar,223,2026-03-01,Delivered,Colombia,755.97
ORD-11147,"Smith, Gonzales and Johnson",CHC-00539,Salted Butter Caramel Chocolate Filled Bar,64,2026-02-25,Processing,France,203.52
ORD-11148,"Rogers, Foster and Harding",CHC-00331,70% Intense Dark Chocolate Drops,162,2026-03-09,Delivered,Belgium,1051.38
ORD-11149,Melendez PLC,CHC-01002,Stevia Sweetened Sugar-Free Chocolate Pralines,38,2026-03-12,Processing,Switzerland,126.54
ORD-11150,"Thomas, Thompson and Reyes",CHC-01341,Almond Crunch Chocolate Pralines,17,2025-11-20,Shipped,China,87.55
ORD-11151,"Lucas, Mason and Livingston",CHC-00372,Tropical Mix Fruit & Nut Chocolate Truffle Box,39,2026-04-15,Shipped,Indonesia,116.61
ORD-11152,"Robertson, Smith and Yates",CHC-01302,Vanilla Bean White Chocolate Chips (Baking),50,2025-11-22,Shipped,Colombia,110.5
ORD-11153,Thornton-Lopez,CHC-00577,Tropical Mix Fruit & Nut Chocolate Bar,27,2026-07-28,Shipped,Germany,96.39
ORD-11154,Chandler-Ortiz,CHC-00987,Gianduja Style Hazelnut Chocolate Bar,25,2026-03-25,Delivered,Germany,105.0
ORD-11155,Moses-Hickman,CHC-00263,Roasted Almond Chocolate Coated Nuts,89,2026-03-09,Shipped,Netherlands,340.87
ORD-11156,"Martin, Jacobson and Lee",CHC-00825,85% Extra Bold Dark Chocolate Gift Box,22,2026-02-11,Processing,Canada,104.94
ORD-11157,Sparks PLC,CHC-01303,Almond Crunch Chocolate Gift Box,71,2026-03-17,Delivered,France,355.0
ORD-11158,Ewing Ltd,CHC-00514,Classic Milk Chocolate Filled Bar,17,2025-11-02,Delivered,Indonesia,68.17
ORD-11159,Flores-Todd,CHC-00080,Honeycomb Milk Chocolate Bar,11,2026-04-07,Processing,Brazil,36.41
ORD-11160,Owen-Rogers,CHC-01253,Citrus Ruby Chocolate Coated Nuts,19,2026-01-04,Processing,China,116.09
ORD-11161,"Mathews, Burns and Hill",CHC-01412,Organic Single Origin Chocolate Pralines,32,2025-11-28,Delivered,France,202.24
ORD-11162,Vasquez Inc,CHC-00486,85% Extra Bold Dark Chocolate Drops,2,2026-05-17,Pending,Italy,12.58
ORD-11163,Patterson Inc,CHC-00037,Value Pack Compound Chocolate Gift Box,11,2026-08-02,Delivered,Peru,24.64
ORD-11164,"Perry, Carter and Romero",CHC-01378,Whole Hazelnut Chocolate Squares,37,2025-12-24,Shipped,Switzerland,221.26
ORD-11165,"Mahoney, Miller and Waters",CHC-00455,Coconut White Chocolate Filled Bar,21,2026-05-28,Processing,USA,47.46
ORD-11166,Bennett Inc,CHC-01151,Almond Crunch Chocolate Squares,62,2025-10-23,Delivered,Ghana,332.32
ORD-11167,"Savage, Ramos and Barber",CHC-00098,Oat Milk Blend Vegan Dark Chocolate Pralines,42,2025-12-04,Shipped,USA,285.6
ORD-11168,Miller-Cole,CHC-00528,Single Origin Dark Chocolate Chips (Baking),41,2026-01-26,Shipped,Brazil,221.81
ORD-11169,Davis-Snyder,CHC-01398,Sea Salt Milk Chocolate Coated Nuts,25,2026-01-30,Delivered,India,59.0
ORD-11170,"Evans, Brown and Scott",CHC-00576,Single Origin Dark Chocolate Truffle Box,102,2026-07-13,Pending,USA,287.64
ORD-11171,Harris-Romero,CHC-00139,Coconut White Chocolate Wafer Bar,5,2026-05-17,Delivered,UAE,22.35
ORD-11172,"Cuevas, Simmons and Armstrong",CHC-01326,Coconut White Chocolate Wafer Bar,45,2025-11-29,Shipped,Mexico,190.35
ORD-11173,"Blake, Bryant and Boyer",CHC-00409,Soft Caramel Core Chocolate Bar,15,2026-07-30,Delivered,Ghana,41.1
ORD-11174,Vega-Terry,CHC-01319,Raspberry Swirl White Chocolate Gift Box,31,2026-04-25,Processing,Canada,124.62
ORD-11175,Williams and Sons,CHC-01152,Honeycomb Milk Chocolate Bar,76,2026-07-22,Delivered,Japan,289.56
ORD-11176,"Phillips, Guzman and Hancock",CHC-01048,Cranberry Walnut Fruit & Nut Chocolate Gift Box,71,2026-03-31,Shipped,Italy,379.85
ORD-11177,"Yang, Anderson and Walsh",CHC-00908,Espresso Infused Dark Chocolate Bar,17,2025-12-08,Delivered,Netherlands,102.85
ORD-11178,Hodge-Green,CHC-00089,Marzipan Style Almond Chocolate Drops,31,2025-12-21,Processing,Switzerland,103.85
ORD-11179,"Johnson, Woods and Miller",CHC-01078,Original Ruby Chocolate Truffle Box,21,2026-04-17,Processing,Cote d'Ivoire,151.41
ORD-11180,Lewis PLC,CHC-01397,85% Extra Bold Dark Chocolate Filled Bar,18,2026-05-28,Processing,France,64.98
ORD-11181,Liu-Miller,CHC-00218,70% Intense Dark Chocolate Truffle Box,14,2026-04-01,Shipped,Peru,46.9
ORD-11182,Cooper-Cantu,CHC-00853,Single Origin Dark Chocolate Truffle Box,35,2026-03-25,Delivered,France,89.25
ORD-11183,Frye Ltd,CHC-00117,Sea Salt Caramel Chocolate Filled Bar,22,2025-12-09,Processing,Indonesia,86.68
ORD-11184,Newman PLC,CHC-00422,Biscuit Milk Chocolate Squares,16,2025-12-16,Delivered,France,33.12
ORD-11185,Rogers-Martin,CHC-00984,Plant-Based Classic Vegan Dark Chocolate Drops,53,2026-04-06,Shipped,Netherlands,343.44
ORD-11186,Wells and Sons,CHC-00274,Classic Sugar-Free Chocolate Wafer Bar,26,2026-03-28,Pending,Indonesia,85.54
ORD-11187,Green-Brown,CHC-01243,Diabetic Friendly Sugar-Free Chocolate Squares,58,2026-02-01,Processing,Peru,303.34
ORD-11188,Knox PLC,CHC-00814,Honeycomb Milk Chocolate Truffle Box,10,2026-01-27,Delivered,Belgium,32.1
ORD-11189,Maddox-Wise,CHC-00803,Oat Milk Blend Vegan Dark Chocolate Coated Nuts,2,2026-04-15,Processing,India,12.92
ORD-11190,"Reyes, Weber and Faulkner",CHC-00134,Whole Hazelnut Chocolate Pralines,23,2026-01-18,Delivered,Peru,69.92
ORD-11191,Garcia Group,CHC-01260,Single Origin Dark Chocolate Bar,13,2026-06-19,Delivered,Indonesia,56.81
ORD-11192,Fleming-Garner,CHC-00293,Coconut White Chocolate Squares,292,2025-12-22,Delivered,Germany,759.2
ORD-11193,Delgado Group,CHC-01400,Tropical Mix Fruit & Nut Chocolate Drops,37,2026-06-30,Shipped,Germany,142.08
ORD-11194,"Hayden, Leblanc and Martin",CHC-00545,Sea Salt Caramel Chocolate Bar,36,2026-04-01,Pending,Belgium,96.84
ORD-11195,"Wilson, Flores and Preston",CHC-01486,Classic Sugar-Free Chocolate Bar,218,2025-11-25,Delivered,Canada,688.88
ORD-11196,Nolan Group,CHC-00563,Sea Salt Milk Chocolate Drops,47,2025-11-08,Delivered,USA,134.89
ORD-11197,Fitzpatrick-Hart,CHC-01415,Classic Sugar-Free Chocolate Drops,36,2025-12-17,Delivered,South Africa,169.92
ORD-11198,Spencer PLC,CHC-00456,85% Extra Bold Dark Chocolate Bar,5,2026-03-07,Delivered,Mexico,26.85
ORD-11199,Martin-Mercado,CHC-00277,Espresso Infused Dark Chocolate Truffle Box,69,2026-03-06,Shipped,Colombia,375.36
ORD-11200,James-Rodriguez,CHC-00021,Espresso Infused Dark Chocolate Wafer Bar,11,2026-02-13,Pending,Japan,66.22
ORD-11201,Jimenez LLC,CHC-00574,Coconut White Chocolate Drops,47,2026-03-24,Processing,Indonesia,177.19
ORD-11202,Cruz-Kelley,CHC-00284,Sea Salt Milk Chocolate Truffle Box,18,2026-01-13,Delivered,Japan,51.66
ORD-11203,Townsend-Stewart,CHC-01412,Organic Single Origin Chocolate Pralines,81,2026-05-16,Pending,France,511.92
ORD-11204,Martinez-Mitchell,CHC-00595,Single Origin Dark Chocolate Gift Box,77,2026-01-24,Processing,Germany,483.56
ORD-11205,"Wood, Strickland and Hurley",CHC-00169,Diabetic Friendly Sugar-Free Chocolate Bar,81,2026-02-03,Delivered,Switzerland,419.58
ORD-11206,"Cox, Avery and Walters",CHC-00880,Single Origin Dark Chocolate Squares,25,2025-12-29,Shipped,Switzerland,131.5
ORD-11207,"Rubio, Ortega and Thompson",CHC-00740,Value Pack Compound Chocolate Chips (Baking),15,2026-07-31,Delivered,Germany,21.6
ORD-11208,Jacobs LLC,CHC-00011,Biscuit Milk Chocolate Bar,97,2026-04-12,Shipped,France,283.24
ORD-11209,Costa-Sanchez,CHC-01081,Raspberry Swirl White Chocolate Pralines,51,2025-11-04,Shipped,South Africa,134.64
ORD-11210,"Brown, Smith and Tran",CHC-00251,Raisin & Almond Fruit & Nut Chocolate Bar,29,2025-11-09,Delivered,Australia,128.18
ORD-11211,Robertson Ltd,CHC-01400,Tropical Mix Fruit & Nut Chocolate Drops,87,2026-03-08,Delivered,Germany,334.08
ORD-11212,Mullins and Sons,CHC-01385,Classic Milk Chocolate Squares,46,2026-02-04,Delivered,Ghana,194.58
ORD-11213,"Rodriguez, Mitchell and Garcia",CHC-01406,Oat Milk Blend Vegan Dark Chocolate Truffle Box,55,2026-04-07,Processing,Australia,289.3
ORD-11214,Gregory Ltd,CHC-00392,Confectionery Grade Compound Chocolate Coated Nuts,14,2026-05-12,Pending,Canada,29.4
ORD-11215,"Smith, Williams and Simmons",CHC-00305,Confectionery Grade Compound Chocolate Coated Nuts,17,2025-11-15,Shipped,Netherlands,38.93
ORD-11216,Edwards-Carroll,CHC-00530,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),26,2026-01-04,Processing,Belgium,76.96
ORD-11217,Robertson LLC,CHC-01100,Coconut White Chocolate Wafer Bar,76,2026-04-06,Processing,Colombia,243.2
ORD-11218,"Lawrence, Holloway and Smith",CHC-00500,Oat Milk Blend Vegan Dark Chocolate Filled Bar,126,2026-02-08,Processing,Switzerland,694.26
ORD-11219,Mcneil and Sons,CHC-01331,Single Origin Dark Chocolate Drops,12,2026-03-21,Shipped,Peru,56.04
ORD-11220,Clark Inc,CHC-00084,Roasted Almond Chocolate Squares,20,2026-03-23,Delivered,Brazil,102.8
ORD-11221,Richards-Singh,CHC-01423,Honeycomb Milk Chocolate Gift Box,106,2026-01-24,Delivered,Japan,219.42
ORD-11222,Leonard-Cruz,CHC-01007,Cranberry Walnut Fruit & Nut Chocolate Gift Box,54,2025-11-15,Processing,Japan,241.92
ORD-11223,"Johnson, Carlson and Wolfe",CHC-00708,Value Pack Compound Chocolate Wafer Bar,43,2025-11-06,Processing,Brazil,77.4
ORD-11224,Rodriguez-Francis,CHC-00867,Whole Hazelnut Chocolate Filled Bar,43,2026-04-09,Shipped,Germany,146.63
ORD-11225,Robertson-Patterson,CHC-00542,Tropical Mix Fruit & Nut Chocolate Bar,31,2026-01-01,Delivered,Cote d'Ivoire,125.86
ORD-11226,"Johnson, Johnson and Brown",CHC-00441,Lemon Zest White Chocolate Coated Nuts,131,2026-07-20,Delivered,Ghana,472.91
ORD-11227,Hanson-Valdez,CHC-00410,Tropical Mix Fruit & Nut Chocolate Coated Nuts,82,2026-02-18,Pending,Australia,310.78
ORD-11228,Watson LLC,CHC-00084,Roasted Almond Chocolate Squares,23,2026-05-01,Shipped,Brazil,118.22
ORD-11229,"Anderson, Ellison and Wood",CHC-01255,Biscuit Milk Chocolate Squares,29,2026-04-10,Processing,United Kingdom,89.03
ORD-11230,"Thomas, Moore and Hernandez",CHC-01419,Plant-Based Classic Vegan Dark Chocolate Truffle Box,43,2026-06-07,Delivered,France,165.98
ORD-11231,"Robles, Martinez and Parker",CHC-00228,Raspberry Swirl White Chocolate Drops,221,2026-01-05,Delivered,Switzerland,985.66
ORD-11232,"Andrews, Castro and Gutierrez",CHC-00176,85% Extra Bold Dark Chocolate Drops,36,2026-04-27,Pending,Ghana,137.52
ORD-11233,"Brady, Luna and Young",CHC-00965,Espresso Infused Dark Chocolate Drops,170,2026-03-16,Delivered,USA,821.1
ORD-11234,Young Inc,CHC-01424,Organic Single Origin Chocolate Coated Nuts,26,2026-06-15,Shipped,Ecuador,99.32
ORD-11235,Woodard LLC,CHC-01261,70% Intense Dark Chocolate Chips (Baking),51,2026-05-06,Shipped,USA,273.87
ORD-11236,Ayala Group,CHC-01424,Organic Single Origin Chocolate Coated Nuts,62,2026-02-26,Delivered,Ecuador,236.84
ORD-11237,"Hughes, Rogers and Hubbard",CHC-01136,Salted Butter Caramel Chocolate Pralines,14,2026-04-08,Processing,Colombia,40.6
ORD-11238,Cantrell Inc,CHC-01409,Bakers Classic Compound Chocolate Drops,27,2026-01-09,Processing,Peru,55.08
ORD-11239,Huerta-Allen,CHC-00897,Almond Crunch Chocolate Filled Bar,34,2025-10-29,Pending,China,128.18
ORD-11240,Munoz and Sons,CHC-00796,Classic Milk Chocolate Squares,61,2026-02-11,Delivered,Ghana,220.82
ORD-11241,Jones Inc,CHC-01458,Classic Sugar-Free Chocolate Wafer Bar,13,2026-07-22,Shipped,Mexico,70.98
ORD-11242,Webster-Morgan,CHC-00855,Coconut Sugar Vegan Dark Chocolate Gift Box,99,2026-07-21,Shipped,Switzerland,344.52
ORD-11243,Henderson LLC,CHC-00427,Biscuit Milk Chocolate Coated Nuts,25,2026-02-03,Delivered,Brazil,95.5
ORD-11244,Hunt Group,CHC-00763,Sea Salt Milk Chocolate Coated Nuts,14,2026-04-16,Delivered,Peru,53.06
ORD-11245,Parks and Sons,CHC-01475,Biscuit Milk Chocolate Drops,37,2026-05-11,Delivered,Belgium,86.95
ORD-11246,Reynolds-Huynh,CHC-00963,Honeycomb Milk Chocolate Truffle Box,14,2026-06-16,Pending,India,34.02
ORD-11247,Mccarthy Group,CHC-00293,Coconut White Chocolate Squares,38,2026-01-25,Processing,Germany,98.8
ORD-11248,Matthews Group,CHC-01372,Organic Fair-Trade Chocolate Squares,25,2026-04-21,Delivered,France,87.75
ORD-11249,Fritz Ltd,CHC-00427,Biscuit Milk Chocolate Coated Nuts,11,2026-07-30,Delivered,Brazil,42.02
ORD-11250,"Harmon, Cardenas and Tyler",CHC-01373,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),77,2026-04-09,Delivered,United Kingdom,250.25
ORD-11251,Hunter-Rogers,CHC-00237,Classic Milk Chocolate Squares,109,2026-06-05,Delivered,Cote d'Ivoire,393.49
ORD-11252,Meyer Ltd,CHC-00068,Honeycomb Milk Chocolate Drops,42,2025-10-17,Delivered,Japan,149.94
ORD-11253,"Lee, Sullivan and Perez",CHC-00092,Praline Hazelnut Chocolate Squares,29,2026-08-01,Pending,Mexico,167.62
ORD-11254,Hamilton Ltd,CHC-01453,Honeycomb Milk Chocolate Coated Nuts,13,2026-06-29,Delivered,Germany,53.56
ORD-11255,Davis-Orr,CHC-01460,Sea Salt Caramel Chocolate Gift Box,20,2026-05-30,Shipped,Cote d'Ivoire,77.2
ORD-11256,Miles Ltd,CHC-00150,Coconut Sugar Vegan Dark Chocolate Chips (Baking),69,2026-03-27,Delivered,Cote d'Ivoire,301.53
ORD-11257,Garcia-Russell,CHC-00908,Espresso Infused Dark Chocolate Bar,17,2026-03-25,Delivered,Netherlands,102.85
ORD-11258,"Mcdaniel, Mcknight and Rogers",CHC-00630,Espresso Infused Dark Chocolate Gift Box,38,2025-11-03,Delivered,Ecuador,214.32
