InventoryID,ProductID,ProductName,WarehouseLocation,StockQuantity,ReorderLevel,LastRestockedDate,StockStatus
INV-000449,CHC-01349,Coconut White Chocolate Drops,Europe Distribution Center,255,46,2026-06-14,In Stock
INV-000450,CHC-00946,Espresso Infused Dark Chocolate Coated Nuts,Latin America Distribution Center,1063,308,2026-07-30,In Stock
INV-000451,CHC-00551,Stevia Sweetened Sugar-Free Chocolate Pralines,North America Distribution Center,103,35,2026-07-18,In Stock
INV-000452,CHC-01200,Gianduja Style Hazelnut Chocolate Pralines,Latin America Distribution Center,733,249,2026-06-30,In Stock
INV-000453,CHC-00258,Sea Salt Milk Chocolate Wafer Bar,Asia Pacific Distribution Center,808,171,2026-06-21,In Stock
INV-000454,CHC-00609,Marzipan Style Almond Chocolate Filled Bar,Latin America Distribution Center,798,183,2026-06-29,In Stock
INV-000455,CHC-01346,Whole Hazelnut Chocolate Truffle Box,Asia Pacific Distribution Center,723,186,2026-07-25,In Stock
INV-000456,CHC-00316,Organic Raw Cacao Chocolate Pralines,Latin America Distribution Center,487,150,2026-06-30,In Stock
INV-000457,CHC-01011,Organic Fair-Trade Chocolate Pralines,Latin America Distribution Center,422,126,2026-06-06,In Stock
INV-000458,CHC-01312,Citrus Ruby Chocolate Squares,Middle East & Africa Distribution Center,519,116,2026-06-17,In Stock
INV-000459,CHC-01426,Cranberry Walnut Fruit & Nut Chocolate Gift Box,Latin America Distribution Center,717,116,2026-06-23,In Stock
INV-000460,CHC-00794,Soft Caramel Core Chocolate Gift Box,Europe Distribution Center,120,35,2026-06-25,In Stock
INV-000461,CHC-00889,Whole Hazelnut Chocolate Gift Box,Europe Distribution Center,776,223,2026-07-08,In Stock
INV-000462,CHC-00961,Raspberry Swirl White Chocolate Coated Nuts,Europe Distribution Center,335,108,2026-06-09,In Stock
INV-000463,CHC-00206,Tropical Mix Fruit & Nut Chocolate Gift Box,North America Distribution Center,2914,550,2026-07-21,In Stock
INV-000464,CHC-00269,Organic Fair-Trade Chocolate Drops,Europe Distribution Center,223,43,2026-07-11,In Stock
INV-000465,CHC-00769,Roasted Almond Chocolate Pralines,Asia Pacific Distribution Center,108,31,2026-08-01,In Stock
INV-000466,CHC-00857,Biscuit Milk Chocolate Drops,Europe Distribution Center,431,99,2026-06-06,In Stock
INV-000467,CHC-01247,Biscuit Milk Chocolate Coated Nuts,Asia Pacific Distribution Center,221,63,2026-07-22,In Stock
INV-000468,CHC-01015,Organic Single Origin Chocolate Bar,Middle East & Africa Distribution Center,271,59,2026-07-07,In Stock
INV-000469,CHC-00841,Organic Raw Cacao Chocolate Squares,Asia Pacific Distribution Center,646,142,2026-06-11,In Stock
INV-000470,CHC-00766,Whole Hazelnut Chocolate Wafer Bar,Middle East & Africa Distribution Center,88,27,2026-07-22,In Stock
INV-000471,CHC-01177,Plant-Based Classic Vegan Dark Chocolate Filled Bar,Europe Distribution Center,498,142,2026-07-10,In Stock
INV-000472,CHC-00004,Cranberry Walnut Fruit & Nut Chocolate Pralines,Asia Pacific Distribution Center,172,47,2026-07-02,In Stock
INV-000473,CHC-01426,Cranberry Walnut Fruit & Nut Chocolate Gift Box,Asia Pacific Distribution Center,177,59,2026-07-01,In Stock
INV-000474,CHC-01349,Coconut White Chocolate Drops,Latin America Distribution Center,502,107,2026-07-17,In Stock
INV-000475,CHC-00438,Bakers Classic Compound Chocolate Truffle Box,Europe Distribution Center,414,115,2026-07-08,In Stock
INV-000476,CHC-00738,Espresso Infused Dark Chocolate Wafer Bar,Asia Pacific Distribution Center,218,66,2026-07-26,In Stock
INV-000477,CHC-00075,Salted Butter Caramel Chocolate Gift Box,Europe Distribution Center,1311,401,2026-06-20,In Stock
INV-000478,CHC-01328,Raspberry Swirl White Chocolate Coated Nuts,Asia Pacific Distribution Center,314,67,2026-06-18,In Stock
INV-000479,CHC-00367,Raspberry Swirl White Chocolate Squares,Asia Pacific Distribution Center,1576,433,2026-07-06,In Stock
INV-000480,CHC-01000,Citrus Ruby Chocolate Filled Bar,Asia Pacific Distribution Center,172,35,2026-07-18,In Stock
INV-000481,CHC-01491,Organic Raw Cacao Chocolate Pralines,Europe Distribution Center,181,60,2026-07-20,In Stock
INV-000482,CHC-01165,Vanilla Bean White Chocolate Chips (Baking),Europe Distribution Center,623,130,2026-07-29,In Stock
INV-000483,CHC-00654,Espresso Infused Dark Chocolate Filled Bar,Europe Distribution Center,203,39,2026-07-27,In Stock
INV-000484,CHC-00177,Berry Burst Ruby Chocolate Coated Nuts,Latin America Distribution Center,733,155,2026-07-23,In Stock
INV-000485,CHC-01096,70% Intense Dark Chocolate Bar,Europe Distribution Center,118,34,2026-07-10,In Stock
INV-000486,CHC-00481,Honeycomb Milk Chocolate Pralines,Europe Distribution Center,298,88,2026-06-11,In Stock
INV-000487,CHC-00059,Value Pack Compound Chocolate Gift Box,North America Distribution Center,1208,374,2026-06-24,In Stock
INV-000488,CHC-01390,Espresso Infused Dark Chocolate Bar,Middle East & Africa Distribution Center,153,39,2026-07-06,In Stock
INV-000489,CHC-00860,Coconut Sugar Vegan Dark Chocolate Wafer Bar,Europe Distribution Center,255,64,2026-06-09,In Stock
INV-000490,CHC-00247,Oat Milk Blend Vegan Dark Chocolate Bar,North America Distribution Center,459,144,2026-06-08,In Stock
INV-000491,CHC-01401,Berry Burst Ruby Chocolate Wafer Bar,Middle East & Africa Distribution Center,381,77,2026-07-30,In Stock
INV-000492,CHC-00505,Sea Salt Caramel Chocolate Gift Box,Latin America Distribution Center,342,97,2026-07-26,In Stock
INV-000493,CHC-00538,Sea Salt Milk Chocolate Truffle Box,Asia Pacific Distribution Center,845,201,2026-07-08,In Stock
INV-000494,CHC-00035,Single Origin Dark Chocolate Truffle Box,Asia Pacific Distribution Center,1040,191,2026-06-22,In Stock
INV-000495,CHC-01275,Honeycomb Milk Chocolate Drops,Europe Distribution Center,773,203,2026-07-17,In Stock
INV-000496,CHC-00974,Berry Burst Ruby Chocolate Squares,Middle East & Africa Distribution Center,83,24,2026-07-25,In Stock
INV-000497,CHC-00826,Marzipan Style Almond Chocolate Bar,Europe Distribution Center,629,180,2026-07-18,In Stock
INV-000498,CHC-00911,Berry Burst Ruby Chocolate Filled Bar,Middle East & Africa Distribution Center,628,183,2026-07-27,In Stock
INV-000499,CHC-01364,Tropical Mix Fruit & Nut Chocolate Gift Box,Asia Pacific Distribution Center,103,31,2026-06-23,In Stock
INV-000500,CHC-01200,Gianduja Style Hazelnut Chocolate Pralines,Asia Pacific Distribution Center,228,45,2026-07-22,In Stock
INV-000501,CHC-00900,Classic Milk Chocolate Filled Bar,North America Distribution Center,1475,394,2026-06-30,In Stock
INV-000502,CHC-01426,Cranberry Walnut Fruit & Nut Chocolate Gift Box,North America Distribution Center,205,41,2026-07-07,In Stock
INV-000503,CHC-01000,Citrus Ruby Chocolate Filled Bar,Middle East & Africa Distribution Center,630,197,2026-07-28,In Stock
INV-000504,CHC-00383,85% Extra Bold Dark Chocolate Pralines,North America Distribution Center,1030,357,2026-07-05,In Stock
INV-000505,CHC-00825,85% Extra Bold Dark Chocolate Gift Box,Latin America Distribution Center,203,34,2026-06-22,In Stock
INV-000506,CHC-00488,Stevia Sweetened Sugar-Free Chocolate Gift Box,Asia Pacific Distribution Center,825,150,2026-07-29,In Stock
INV-000507,CHC-00730,Organic Fair-Trade Chocolate Truffle Box,North America Distribution Center,301,103,2026-06-23,In Stock
INV-000508,CHC-00898,Single Origin Dark Chocolate Coated Nuts,Europe Distribution Center,191,33,2026-07-20,In Stock
INV-000509,CHC-00316,Organic Raw Cacao Chocolate Pralines,Asia Pacific Distribution Center,384,59,2026-06-17,In Stock
INV-000510,CHC-00528,Single Origin Dark Chocolate Chips (Baking),North America Distribution Center,526,181,2026-06-15,In Stock
INV-000511,CHC-00543,85% Extra Bold Dark Chocolate Drops,Europe Distribution Center,704,171,2026-07-07,In Stock
INV-000512,CHC-00301,Single Origin Dark Chocolate Truffle Box,Asia Pacific Distribution Center,1210,342,2026-07-20,In Stock
INV-000513,CHC-01032,Plant-Based Classic Vegan Dark Chocolate Chips (Baking),Europe Distribution Center,266,58,2026-07-10,In Stock
INV-000514,CHC-00646,Biscuit Milk Chocolate Gift Box,Asia Pacific Distribution Center,681,180,2026-07-17,In Stock
INV-000515,CHC-01440,Sea Salt Milk Chocolate Truffle Box,Europe Distribution Center,254,57,2026-07-13,In Stock
INV-000516,CHC-01464,Espresso Infused Dark Chocolate Truffle Box,Europe Distribution Center,302,100,2026-06-12,In Stock
INV-000517,CHC-00450,Classic Milk Chocolate Gift Box,Asia Pacific Distribution Center,1041,171,2026-06-29,In Stock
INV-000518,CHC-00598,Confectionery Grade Compound Chocolate Bar,Asia Pacific Distribution Center,2149,330,2026-06-30,In Stock
INV-000519,CHC-00051,Tropical Mix Fruit & Nut Chocolate Pralines,Middle East & Africa Distribution Center,216,67,2026-07-24,In Stock
INV-000520,CHC-01274,Classic Sugar-Free Chocolate Drops,North America Distribution Center,205,47,2026-06-06,In Stock
INV-000521,CHC-00036,Almond Crunch Chocolate Gift Box,Asia Pacific Distribution Center,511,81,2026-06-23,In Stock
INV-000522,CHC-00815,Honeycomb Milk Chocolate Chips (Baking),Asia Pacific Distribution Center,839,126,2026-07-29,In Stock
INV-000523,CHC-01396,Roasted Almond Chocolate Truffle Box,Europe Distribution Center,1397,393,2026-07-16,In Stock
INV-000524,CHC-00441,Lemon Zest White Chocolate Coated Nuts,Europe Distribution Center,186,53,2026-06-19,In Stock
INV-000525,CHC-01273,Sea Salt Milk Chocolate Gift Box,North America Distribution Center,264,52,2026-06-29,In Stock
INV-000526,CHC-00251,Raisin & Almond Fruit & Nut Chocolate Bar,Middle East & Africa Distribution Center,243,58,2026-07-09,In Stock
INV-000527,CHC-00533,Gianduja Style Hazelnut Chocolate Pralines,North America Distribution Center,140,35,2026-07-17,In Stock
INV-000528,CHC-00899,Single Origin Dark Chocolate Pralines,Europe Distribution Center,350,93,2026-06-17,In Stock
INV-000529,CHC-01358,Marzipan Style Almond Chocolate Truffle Box,Asia Pacific Distribution Center,948,294,2026-07-18,In Stock
INV-000530,CHC-00320,Classic Sugar-Free Chocolate Wafer Bar,Europe Distribution Center,204,49,2026-07-11,In Stock
INV-000531,CHC-00869,Sea Salt Caramel Chocolate Truffle Box,Middle East & Africa Distribution Center,130,36,2026-07-16,In Stock
INV-000532,CHC-00940,Berry Burst Ruby Chocolate Truffle Box,Europe Distribution Center,478,84,2026-06-29,In Stock
INV-000533,CHC-00531,Bakers Classic Compound Chocolate Bar,Latin America Distribution Center,402,95,2026-06-19,In Stock
INV-000534,CHC-00391,Lemon Zest White Chocolate Coated Nuts,Middle East & Africa Distribution Center,208,69,2026-06-06,In Stock
INV-000535,CHC-00954,Whole Hazelnut Chocolate Wafer Bar,Europe Distribution Center,314,70,2026-07-21,In Stock
INV-000536,CHC-01048,Cranberry Walnut Fruit & Nut Chocolate Gift Box,Asia Pacific Distribution Center,231,61,2026-06-09,In Stock
INV-000537,CHC-00626,Coconut White Chocolate Wafer Bar,Middle East & Africa Distribution Center,284,69,2026-06-12,In Stock
INV-000538,CHC-00771,Organic Single Origin Chocolate Bar,Asia Pacific Distribution Center,223,62,2026-07-04,In Stock
INV-000539,CHC-01443,Plant-Based Classic Vegan Dark Chocolate Drops,Europe Distribution Center,2810,532,2026-07-15,In Stock
INV-000540,CHC-00107,85% Extra Bold Dark Chocolate Coated Nuts,Europe Distribution Center,130,33,2026-07-01,In Stock
INV-000541,CHC-01437,Almond Crunch Chocolate Pralines,Asia Pacific Distribution Center,194,35,2026-06-26,In Stock
INV-000542,CHC-00200,Biscuit Milk Chocolate Coated Nuts,Europe Distribution Center,219,76,2026-06-20,In Stock
INV-000543,CHC-00077,70% Intense Dark Chocolate Wafer Bar,Asia Pacific Distribution Center,334,63,2026-06-14,In Stock
INV-000544,CHC-01245,Whole Hazelnut Chocolate Truffle Box,Latin America Distribution Center,178,57,2026-06-19,In Stock
INV-000545,CHC-00139,Coconut White Chocolate Wafer Bar,Middle East & Africa Distribution Center,147,38,2026-07-29,In Stock
INV-000546,CHC-01002,Stevia Sweetened Sugar-Free Chocolate Pralines,Europe Distribution Center,156,36,2026-06-19,In Stock
INV-000547,CHC-01060,85% Extra Bold Dark Chocolate Drops,Europe Distribution Center,141,38,2026-07-02,In Stock
INV-000548,CHC-00118,70% Intense Dark Chocolate Wafer Bar,Europe Distribution Center,439,112,2026-06-12,In Stock
INV-000549,CHC-01052,Single Origin Dark Chocolate Drops,Latin America Distribution Center,125,23,2026-06-19,In Stock
INV-000550,CHC-00329,Honeycomb Milk Chocolate Filled Bar,Europe Distribution Center,508,86,2026-06-13,In Stock
INV-000551,CHC-00131,Coconut White Chocolate Drops,Asia Pacific Distribution Center,219,54,2026-07-11,In Stock
INV-000552,CHC-01090,Salted Butter Caramel Chocolate Squares,Middle East & Africa Distribution Center,230,67,2026-07-16,In Stock
INV-000553,CHC-01377,Classic Milk Chocolate Bar,Middle East & Africa Distribution Center,275,54,2026-06-07,In Stock
INV-000554,CHC-01465,Gianduja Style Hazelnut Chocolate Truffle Box,North America Distribution Center,1279,426,2026-06-29,In Stock
INV-000555,CHC-00311,Classic Sugar-Free Chocolate Filled Bar,Europe Distribution Center,662,147,2026-07-17,In Stock
INV-000556,CHC-01052,Single Origin Dark Chocolate Drops,Middle East & Africa Distribution Center,2032,673,2026-07-15,In Stock
INV-000557,CHC-00643,Confectionery Grade Compound Chocolate Pralines,North America Distribution Center,343,84,2026-07-08,In Stock
INV-000558,CHC-00505,Sea Salt Caramel Chocolate Gift Box,Latin America Distribution Center,715,245,2026-06-09,In Stock
INV-000559,CHC-01241,Vanilla Bean White Chocolate Pralines,Latin America Distribution Center,339,112,2026-07-02,In Stock
INV-000560,CHC-01279,Praline Hazelnut Chocolate Chips (Baking),Europe Distribution Center,247,42,2026-07-31,In Stock
INV-000561,CHC-00336,Salted Butter Caramel Chocolate Chips (Baking),Europe Distribution Center,1771,326,2026-07-30,In Stock
INV-000562,CHC-01397,85% Extra Bold Dark Chocolate Filled Bar,Middle East & Africa Distribution Center,484,109,2026-06-07,In Stock
INV-000563,CHC-01205,Berry Burst Ruby Chocolate Squares,North America Distribution Center,213,55,2026-06-23,In Stock
INV-000564,CHC-00917,Sea Salt Caramel Chocolate Bar,Middle East & Africa Distribution Center,105,16,2026-07-30,In Stock
INV-000565,CHC-01436,Sea Salt Caramel Chocolate Squares,Latin America Distribution Center,223,57,2026-06-28,In Stock
INV-000566,CHC-00517,Biscuit Milk Chocolate Drops,Latin America Distribution Center,238,72,2026-07-28,In Stock
INV-000567,CHC-01273,Sea Salt Milk Chocolate Gift Box,Europe Distribution Center,259,65,2026-06-10,In Stock
INV-000568,CHC-00187,Roasted Almond Chocolate Drops,Europe Distribution Center,397,78,2026-06-09,In Stock
INV-000569,CHC-01228,Marzipan Style Almond Chocolate Coated Nuts,North America Distribution Center,62,20,2026-07-20,In Stock
INV-000570,CHC-00092,Praline Hazelnut Chocolate Squares,Europe Distribution Center,214,54,2026-06-30,In Stock
INV-000571,CHC-01092,Single Origin Dark Chocolate Wafer Bar,Asia Pacific Distribution Center,528,103,2026-07-04,In Stock
INV-000572,CHC-00125,Whole Hazelnut Chocolate Gift Box,Middle East & Africa Distribution Center,152,41,2026-06-13,In Stock
INV-000573,CHC-01164,Raspberry Swirl White Chocolate Wafer Bar,Latin America Distribution Center,380,129,2026-06-23,In Stock
INV-000574,CHC-00657,Coconut White Chocolate Filled Bar,Asia Pacific Distribution Center,744,122,2026-07-06,In Stock
INV-000575,CHC-01308,Berry Burst Ruby Chocolate Pralines,Middle East & Africa Distribution Center,116,34,2026-06-20,In Stock
INV-000576,CHC-01420,85% Extra Bold Dark Chocolate Gift Box,North America Distribution Center,117,28,2026-07-07,In Stock
INV-000577,CHC-01168,Sea Salt Caramel Chocolate Drops,Middle East & Africa Distribution Center,151,26,2026-06-14,In Stock
INV-000578,CHC-01264,85% Extra Bold Dark Chocolate Squares,Europe Distribution Center,151,36,2026-07-09,In Stock
INV-000579,CHC-00747,Cranberry Walnut Fruit & Nut Chocolate Drops,Asia Pacific Distribution Center,897,232,2026-07-13,In Stock
INV-000580,CHC-01167,Bakers Classic Compound Chocolate Coated Nuts,Europe Distribution Center,120,39,2026-07-19,In Stock
INV-000581,CHC-00138,Tropical Mix Fruit & Nut Chocolate Bar,Latin America Distribution Center,1236,247,2026-06-06,In Stock
INV-000582,CHC-00862,Roasted Almond Chocolate Filled Bar,North America Distribution Center,578,86,2026-06-16,In Stock
INV-000583,CHC-01223,70% Intense Dark Chocolate Pralines,Asia Pacific Distribution Center,943,204,2026-06-19,In Stock
INV-000584,CHC-00256,Classic Milk Chocolate Gift Box,Europe Distribution Center,199,49,2026-06-12,In Stock
INV-000585,CHC-00271,Stevia Sweetened Sugar-Free Chocolate Pralines,Latin America Distribution Center,150,39,2026-07-22,In Stock
INV-000586,CHC-00014,Sea Salt Milk Chocolate Chips (Baking),Latin America Distribution Center,695,188,2026-07-30,In Stock
INV-000587,CHC-00484,Honeycomb Milk Chocolate Drops,Asia Pacific Distribution Center,449,128,2026-06-17,In Stock
INV-000588,CHC-00691,Berry Burst Ruby Chocolate Chips (Baking),North America Distribution Center,300,98,2026-06-18,In Stock
INV-000589,CHC-01124,Salted Butter Caramel Chocolate Squares,Latin America Distribution Center,388,71,2026-07-17,In Stock
INV-000590,CHC-00136,Espresso Infused Dark Chocolate Truffle Box,Latin America Distribution Center,539,167,2026-07-03,In Stock
INV-000591,CHC-00479,Salted Butter Caramel Chocolate Coated Nuts,Middle East & Africa Distribution Center,137,38,2026-07-20,In Stock
INV-000592,CHC-00871,Cranberry Walnut Fruit & Nut Chocolate Wafer Bar,Asia Pacific Distribution Center,128,23,2026-06-22,In Stock
INV-000593,CHC-00181,Classic Milk Chocolate Coated Nuts,Asia Pacific Distribution Center,155,37,2026-07-08,In Stock
INV-000594,CHC-01074,Gianduja Style Hazelnut Chocolate Filled Bar,Latin America Distribution Center,516,133,2026-07-27,In Stock
INV-000595,CHC-01167,Bakers Classic Compound Chocolate Coated Nuts,Latin America Distribution Center,225,64,2026-07-30,In Stock
INV-000596,CHC-01331,Single Origin Dark Chocolate Drops,Latin America Distribution Center,358,72,2026-06-19,In Stock
INV-000597,CHC-00383,85% Extra Bold Dark Chocolate Pralines,Europe Distribution Center,262,62,2026-06-17,In Stock
INV-000598,CHC-00734,Sea Salt Caramel Chocolate Bar,Asia Pacific Distribution Center,629,134,2026-06-05,In Stock
INV-000599,CHC-01334,85% Extra Bold Dark Chocolate Coated Nuts,Latin America Distribution Center,499,105,2026-06-24,In Stock
INV-000600,CHC-00489,85% Extra Bold Dark Chocolate Bar,Asia Pacific Distribution Center,531,167,2026-07-02,In Stock
INV-000601,CHC-01113,Organic Fair-Trade Chocolate Chips (Baking),Asia Pacific Distribution Center,243,78,2026-06-16,In Stock
INV-000602,CHC-00320,Classic Sugar-Free Chocolate Wafer Bar,Middle East & Africa Distribution Center,1048,212,2026-07-01,In Stock
INV-000603,CHC-00676,Cranberry Walnut Fruit & Nut Chocolate Wafer Bar,North America Distribution Center,1112,353,2026-07-11,In Stock
INV-000604,CHC-00444,Organic Single Origin Chocolate Pralines,North America Distribution Center,445,93,2026-07-01,In Stock
INV-000605,CHC-01429,Coconut White Chocolate Wafer Bar,North America Distribution Center,371,89,2026-07-31,In Stock
INV-000606,CHC-00355,Raspberry Swirl White Chocolate Pralines,Asia Pacific Distribution Center,394,75,2026-08-02,In Stock
INV-000607,CHC-00452,Sea Salt Milk Chocolate Bar,Europe Distribution Center,351,109,2026-06-20,In Stock
INV-000608,CHC-00609,Marzipan Style Almond Chocolate Filled Bar,Latin America Distribution Center,327,67,2026-06-28,In Stock
INV-000609,CHC-00135,70% Intense Dark Chocolate Pralines,Asia Pacific Distribution Center,151,24,2026-06-16,In Stock
INV-000610,CHC-00252,70% Intense Dark Chocolate Drops,Latin America Distribution Center,377,127,2026-07-29,In Stock
INV-000611,CHC-00176,85% Extra Bold Dark Chocolate Drops,Europe Distribution Center,278,62,2026-06-19,In Stock
INV-000612,CHC-00697,Salted Butter Caramel Chocolate Filled Bar,Asia Pacific Distribution Center,165,46,2026-06-29,In Stock
INV-000613,CHC-00546,Raisin & Almond Fruit & Nut Chocolate Chips (Baking),Europe Distribution Center,673,212,2026-07-06,In Stock
INV-000614,CHC-00656,Confectionery Grade Compound Chocolate Pralines,Europe Distribution Center,224,35,2026-08-02,In Stock
INV-000615,CHC-00557,Honeycomb Milk Chocolate Truffle Box,Middle East & Africa Distribution Center,174,26,2026-06-19,In Stock
INV-000616,CHC-00870,Classic Milk Chocolate Bar,Europe Distribution Center,442,125,2026-07-05,In Stock
INV-000617,CHC-01313,Diabetic Friendly Sugar-Free Chocolate Chips (Baking),Europe Distribution Center,558,180,2026-07-20,In Stock
INV-000618,CHC-01377,Classic Milk Chocolate Bar,Europe Distribution Center,349,96,2026-07-15,In Stock
INV-000619,CHC-00167,Bakers Classic Compound Chocolate Coated Nuts,Asia Pacific Distribution Center,320,54,2026-07-02,In Stock
INV-000620,CHC-00380,Sea Salt Milk Chocolate Wafer Bar,Latin America Distribution Center,934,164,2026-06-19,In Stock
INV-000621,CHC-00803,Oat Milk Blend Vegan Dark Chocolate Coated Nuts,North America Distribution Center,264,55,2026-07-10,In Stock
INV-000622,CHC-01247,Biscuit Milk Chocolate Coated Nuts,Middle East & Africa Distribution Center,126,23,2026-07-25,In Stock
INV-000623,CHC-00069,Sea Salt Milk Chocolate Pralines,Asia Pacific Distribution Center,741,131,2026-06-23,In Stock
INV-000624,CHC-01233,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Europe Distribution Center,831,223,2026-06-09,In Stock
INV-000625,CHC-01224,Berry Burst Ruby Chocolate Truffle Box,Asia Pacific Distribution Center,97,21,2026-08-01,In Stock
INV-000626,CHC-01236,Organic Raw Cacao Chocolate Filled Bar,North America Distribution Center,74,19,2026-07-28,In Stock
INV-000627,CHC-00230,Sea Salt Caramel Chocolate Squares,Middle East & Africa Distribution Center,330,87,2026-06-16,In Stock
INV-000628,CHC-01049,Lemon Zest White Chocolate Squares,Latin America Distribution Center,55,14,2026-07-19,In Stock
INV-000629,CHC-00760,Raspberry Swirl White Chocolate Bar,Asia Pacific Distribution Center,269,45,2026-07-23,In Stock
INV-000630,CHC-00277,Espresso Infused Dark Chocolate Truffle Box,North America Distribution Center,512,148,2026-06-28,In Stock
INV-000631,CHC-00033,Single Origin Dark Chocolate Coated Nuts,Latin America Distribution Center,1810,437,2026-06-07,In Stock
INV-000632,CHC-00987,Gianduja Style Hazelnut Chocolate Bar,Europe Distribution Center,849,171,2026-07-27,In Stock
INV-000633,CHC-00439,Soft Caramel Core Chocolate Coated Nuts,Latin America Distribution Center,29,10,2026-06-05,In Stock
INV-000634,CHC-00920,Plant-Based Classic Vegan Dark Chocolate Pralines,Asia Pacific Distribution Center,86,17,2026-06-28,In Stock
INV-000635,CHC-01256,Sea Salt Caramel Chocolate Pralines,Asia Pacific Distribution Center,596,197,2026-06-24,In Stock
INV-000636,CHC-00525,Biscuit Milk Chocolate Wafer Bar,Europe Distribution Center,588,146,2026-06-10,In Stock
INV-000637,CHC-01425,Sea Salt Milk Chocolate Drops,North America Distribution Center,1013,155,2026-06-27,In Stock
INV-000638,CHC-00117,Sea Salt Caramel Chocolate Filled Bar,Middle East & Africa Distribution Center,2140,687,2026-06-05,In Stock
INV-000639,CHC-00646,Biscuit Milk Chocolate Gift Box,Middle East & Africa Distribution Center,304,102,2026-07-20,In Stock
INV-000640,CHC-01426,Cranberry Walnut Fruit & Nut Chocolate Gift Box,Europe Distribution Center,328,69,2026-07-11,In Stock
INV-000641,CHC-01011,Organic Fair-Trade Chocolate Pralines,Latin America Distribution Center,1199,288,2026-07-22,In Stock
INV-000642,CHC-00053,Organic Raw Cacao Chocolate Bar,Asia Pacific Distribution Center,461,94,2026-07-07,In Stock
INV-000643,CHC-01307,Roasted Almond Chocolate Truffle Box,Asia Pacific Distribution Center,2473,649,2026-07-14,In Stock
INV-000644,CHC-00793,Coconut White Chocolate Drops,North America Distribution Center,566,185,2026-07-05,In Stock
INV-000645,CHC-00819,Gianduja Style Hazelnut Chocolate Drops,Middle East & Africa Distribution Center,327,92,2026-06-13,In Stock
INV-000646,CHC-00085,Classic Milk Chocolate Bar,Middle East & Africa Distribution Center,455,137,2026-06-26,In Stock
INV-000647,CHC-00422,Biscuit Milk Chocolate Squares,North America Distribution Center,101,17,2026-07-18,In Stock
INV-000648,CHC-00478,Value Pack Compound Chocolate Squares,Middle East & Africa Distribution Center,499,100,2026-07-14,In Stock
INV-000649,CHC-01241,Vanilla Bean White Chocolate Pralines,Middle East & Africa Distribution Center,1507,422,2026-06-28,In Stock
INV-000650,CHC-00389,Whole Hazelnut Chocolate Drops,Europe Distribution Center,803,203,2026-07-05,In Stock
INV-000651,CHC-00039,Almond Crunch Chocolate Truffle Box,Middle East & Africa Distribution Center,495,140,2026-07-05,In Stock
INV-000652,CHC-00859,Classic Milk Chocolate Gift Box,Europe Distribution Center,108,24,2026-07-28,In Stock
INV-000653,CHC-00057,85% Extra Bold Dark Chocolate Filled Bar,North America Distribution Center,1152,401,2026-06-18,In Stock
INV-000654,CHC-00997,Vanilla Bean White Chocolate Wafer Bar,Europe Distribution Center,442,76,2026-07-24,In Stock
INV-000655,CHC-00129,70% Intense Dark Chocolate Truffle Box,North America Distribution Center,112,19,2026-07-06,In Stock
INV-000656,CHC-00013,70% Intense Dark Chocolate Wafer Bar,Latin America Distribution Center,93,27,2026-08-01,In Stock
INV-000657,CHC-00564,Sea Salt Milk Chocolate Coated Nuts,Asia Pacific Distribution Center,473,124,2026-06-15,In Stock
INV-000658,CHC-00682,Soft Caramel Core Chocolate Drops,Latin America Distribution Center,1012,182,2026-06-15,In Stock
INV-000659,CHC-01014,Organic Raw Cacao Chocolate Chips (Baking),Asia Pacific Distribution Center,916,262,2026-07-30,In Stock
INV-000660,CHC-01132,Coconut White Chocolate Bar,Asia Pacific Distribution Center,220,33,2026-06-19,In Stock
INV-000661,CHC-01012,Bakers Classic Compound Chocolate Squares,North America Distribution Center,166,28,2026-06-14,In Stock
INV-000662,CHC-00264,Classic Milk Chocolate Truffle Box,Europe Distribution Center,133,28,2026-06-13,In Stock
INV-000663,CHC-00610,Single Origin Dark Chocolate Wafer Bar,North America Distribution Center,308,56,2026-07-25,In Stock
INV-000664,CHC-01309,Vanilla Bean White Chocolate Truffle Box,Asia Pacific Distribution Center,764,168,2026-06-22,In Stock
INV-000665,CHC-00940,Berry Burst Ruby Chocolate Truffle Box,Asia Pacific Distribution Center,858,216,2026-07-21,In Stock
INV-000666,CHC-00036,Almond Crunch Chocolate Gift Box,North America Distribution Center,172,41,2026-07-13,In Stock
INV-000667,CHC-01022,85% Extra Bold Dark Chocolate Truffle Box,Europe Distribution Center,218,73,2026-06-21,In Stock
INV-000668,CHC-01468,Soft Caramel Core Chocolate Truffle Box,Europe Distribution Center,509,84,2026-06-27,In Stock
INV-000669,CHC-00892,Diabetic Friendly Sugar-Free Chocolate Wafer Bar,North America Distribution Center,397,76,2026-06-14,In Stock
INV-000670,CHC-01007,Cranberry Walnut Fruit & Nut Chocolate Gift Box,Asia Pacific Distribution Center,207,38,2026-07-08,In Stock
INV-000671,CHC-00035,Single Origin Dark Chocolate Truffle Box,Middle East & Africa Distribution Center,478,152,2026-07-18,In Stock
INV-000672,CHC-00243,Coconut Sugar Vegan Dark Chocolate Coated Nuts,Europe Distribution Center,370,110,2026-06-26,In Stock
INV-000673,CHC-00942,Classic Milk Chocolate Wafer Bar,Latin America Distribution Center,170,42,2026-07-30,In Stock
