SaleID,Date,ProductID,ProductName,Region,Country,Channel,QuantitySold,UnitPrice,RevenueUSD
SALE-001547,2026-01-25,CHC-00939,70% Intense Dark Chocolate Drops,North America,Mexico,Wholesale Distributor,16,4.56,72.96
SALE-001548,2025-12-19,CHC-00141,70% Intense Dark Chocolate Coated Nuts,Middle East & Africa,South Africa,Duty-Free,58,4.64,269.12
SALE-001549,2025-12-26,CHC-01196,Tropical Mix Fruit & Nut Chocolate Coated Nuts,Europe,Switzerland,Wholesale Distributor,15,3.88,58.2
SALE-001550,2026-02-09,CHC-00147,Espresso Infused Dark Chocolate Coated Nuts,Europe,Germany,Duty-Free,15,2.99,44.85
SALE-001551,2025-11-11,CHC-01291,Diabetic Friendly Sugar-Free Chocolate Wafer Bar,Europe,Switzerland,Retail Store,26,5.09,132.34
SALE-001552,2026-03-28,CHC-00847,Salted Butter Caramel Chocolate Gift Box,North America,Canada,Retail Store,6,2.75,16.5
SALE-001553,2025-08-25,CHC-00496,Almond Crunch Chocolate Wafer Bar,North America,Canada,Duty-Free,26,4.55,118.3
SALE-001554,2025-12-25,CHC-00258,Sea Salt Milk Chocolate Wafer Bar,Latin America,Colombia,Wholesale Distributor,39,4.07,158.73
SALE-001555,2025-10-16,CHC-01065,Vanilla Bean White Chocolate Gift Box,North America,USA,Direct-to-Consumer,46,2.88,132.48
SALE-001556,2026-03-28,CHC-00740,Value Pack Compound Chocolate Chips (Baking),Europe,Germany,Wholesale Distributor,14,1.44,20.16
SALE-001557,2026-01-24,CHC-00592,Honeycomb Milk Chocolate Drops,Europe,Switzerland,Direct-to-Consumer,99,2.97,294.03
SALE-001558,2026-03-04,CHC-00551,Stevia Sweetened Sugar-Free Chocolate Pralines,Middle East & Africa,South Africa,Duty-Free,238,4.31,1025.78
SALE-001559,2026-01-19,CHC-01017,Vanilla Bean White Chocolate Drops,Latin America,Ecuador,E-Commerce,36,4.16,149.76
SALE-001560,2026-05-05,CHC-01280,Stevia Sweetened Sugar-Free Chocolate Coated Nuts,Europe,Belgium,Retail Store,46,5.17,237.82
SALE-001561,2026-07-27,CHC-01213,Praline Hazelnut Chocolate Wafer Bar,Europe,Switzerland,Duty-Free,143,3.96,566.28
SALE-001562,2026-05-27,CHC-00264,Classic Milk Chocolate Truffle Box,North America,Mexico,E-Commerce,17,2.63,44.71
SALE-001563,2026-03-17,CHC-01089,Sea Salt Caramel Chocolate Filled Bar,Middle East & Africa,South Africa,Direct-to-Consumer,10,4.97,49.7
SALE-001564,2026-05-09,CHC-00009,Confectionery Grade Compound Chocolate Drops,Europe,Germany,E-Commerce,24,1.57,37.68
SALE-001565,2026-02-24,CHC-01448,Sea Salt Caramel Chocolate Chips (Baking),Europe,Belgium,Wholesale Distributor,57,3.04,173.28
SALE-001566,2026-02-07,CHC-00415,Tropical Mix Fruit & Nut Chocolate Filled Bar,Europe,Germany,Direct-to-Consumer,13,5.12,66.56
SALE-001567,2026-04-08,CHC-00491,85% Extra Bold Dark Chocolate Pralines,Middle East & Africa,Cote d'Ivoire,E-Commerce,12,5.52,66.24
SALE-001568,2025-10-16,CHC-01284,Coconut Sugar Vegan Dark Chocolate Chips (Baking),Europe,Germany,Wholesale Distributor,41,6.17,252.97
SALE-001569,2025-11-21,CHC-01037,Stevia Sweetened Sugar-Free Chocolate Bar,Asia Pacific,Australia,Duty-Free,6,4.66,27.96
SALE-001570,2025-11-11,CHC-00163,Honeycomb Milk Chocolate Coated Nuts,Europe,Belgium,E-Commerce,26,3.05,79.3
SALE-001571,2025-09-10,CHC-00238,Original Ruby Chocolate Chips (Baking),Middle East & Africa,Cote d'Ivoire,E-Commerce,12,7.62,91.44
SALE-001572,2025-12-31,CHC-01122,Gianduja Style Hazelnut Chocolate Drops,North America,USA,Direct-to-Consumer,55,3.24,178.2
SALE-001573,2026-05-14,CHC-00740,Value Pack Compound Chocolate Chips (Baking),Europe,Germany,Wholesale Distributor,20,1.44,28.8
SALE-001574,2026-06-23,CHC-00819,Gianduja Style Hazelnut Chocolate Drops,Europe,United Kingdom,Retail Store,39,4.97,193.83
SALE-001575,2025-11-07,CHC-00727,Classic Sugar-Free Chocolate Coated Nuts,Europe,Germany,Duty-Free,54,3.1,167.4
SALE-001576,2026-07-05,CHC-00517,Biscuit Milk Chocolate Drops,Europe,Italy,Retail Store,5,2.8,14.0
SALE-001577,2025-08-27,CHC-01428,Lemon Zest White Chocolate Coated Nuts,Middle East & Africa,South Africa,Wholesale Distributor,26,2.37,61.62
SALE-001578,2025-10-08,CHC-00799,Vanilla Bean White Chocolate Coated Nuts,North America,USA,Direct-to-Consumer,34,3.48,118.32
SALE-001579,2026-03-20,CHC-01014,Organic Raw Cacao Chocolate Chips (Baking),Europe,Netherlands,Direct-to-Consumer,35,5.47,191.45
SALE-001580,2026-07-11,CHC-00460,70% Intense Dark Chocolate Filled Bar,North America,USA,Wholesale Distributor,29,6.2,179.8
SALE-001581,2026-06-17,CHC-00010,70% Intense Dark Chocolate Gift Box,Europe,Belgium,Duty-Free,45,3.29,148.05
SALE-001582,2026-06-13,CHC-00725,Organic Raw Cacao Chocolate Wafer Bar,North America,Mexico,Direct-to-Consumer,11,7.27,79.97
SALE-001583,2025-09-27,CHC-01447,Vanilla Bean White Chocolate Drops,Middle East & Africa,South Africa,E-Commerce,25,4.34,108.5
SALE-001584,2026-08-01,CHC-01075,Lemon Zest White Chocolate Filled Bar,North America,USA,Duty-Free,30,3.61,108.3
SALE-001585,2026-05-23,CHC-01226,Classic Sugar-Free Chocolate Coated Nuts,Europe,Belgium,Wholesale Distributor,24,3.81,91.44
SALE-001586,2026-02-13,CHC-00379,Biscuit Milk Chocolate Gift Box,Asia Pacific,Australia,Direct-to-Consumer,54,4.49,242.46
SALE-001587,2026-03-10,CHC-01268,Diabetic Friendly Sugar-Free Chocolate Drops,Europe,Italy,Duty-Free,42,3.78,158.76
SALE-001588,2025-08-21,CHC-00921,Biscuit Milk Chocolate Chips (Baking),Europe,Germany,Duty-Free,4,3.34,13.36
SALE-001589,2026-04-05,CHC-00120,Oat Milk Blend Vegan Dark Chocolate Gift Box,Europe,France,Retail Store,6,6.28,37.68
SALE-001590,2025-12-10,CHC-00237,Classic Milk Chocolate Squares,Middle East & Africa,Cote d'Ivoire,E-Commerce,31,3.61,111.91
SALE-001591,2026-06-13,CHC-00340,Bakers Classic Compound Chocolate Chips (Baking),Europe,Italy,E-Commerce,50,1.69,84.5
SALE-001592,2026-05-28,CHC-00963,Honeycomb Milk Chocolate Truffle Box,Asia Pacific,India,Duty-Free,114,2.43,277.02
SALE-001593,2025-11-29,CHC-00354,Plant-Based Classic Vegan Dark Chocolate Pralines,Europe,Switzerland,Retail Store,101,5.3,535.3
SALE-001594,2026-01-02,CHC-01185,Tropical Mix Fruit & Nut Chocolate Bar,Latin America,Brazil,Direct-to-Consumer,37,5.34,197.58
SALE-001595,2025-11-25,CHC-00196,Sea Salt Caramel Chocolate Pralines,Latin America,Colombia,E-Commerce,46,4.03,185.38
SALE-001596,2025-09-16,CHC-00781,Value Pack Compound Chocolate Bar,North America,USA,Direct-to-Consumer,88,2.42,212.96
SALE-001597,2025-11-18,CHC-01040,Praline Hazelnut Chocolate Coated Nuts,North America,Mexico,Duty-Free,20,5.8,116.0
SALE-001598,2026-06-22,CHC-00480,Salted Butter Caramel Chocolate Wafer Bar,Middle East & Africa,UAE,Wholesale Distributor,22,2.59,56.98
SALE-001599,2026-01-29,CHC-00932,Diabetic Friendly Sugar-Free Chocolate Coated Nuts,Europe,United Kingdom,E-Commerce,32,3.12,99.84
SALE-001600,2025-12-24,CHC-00925,Oat Milk Blend Vegan Dark Chocolate Wafer Bar,North America,Canada,E-Commerce,30,4.16,124.8
SALE-001601,2026-03-15,CHC-00855,Coconut Sugar Vegan Dark Chocolate Gift Box,Europe,Switzerland,Duty-Free,26,3.48,90.48
SALE-001602,2026-02-06,CHC-01412,Organic Single Origin Chocolate Pralines,Europe,France,Wholesale Distributor,18,6.32,113.76
SALE-001603,2026-06-30,CHC-01369,Classic Milk Chocolate Drops,Asia Pacific,India,Duty-Free,78,4.29,334.62
SALE-001604,2026-08-02,CHC-01347,Cranberry Walnut Fruit & Nut Chocolate Bar,Europe,Netherlands,Duty-Free,70,4.7,329.0
SALE-001605,2026-07-14,CHC-01127,85% Extra Bold Dark Chocolate Drops,Latin America,Brazil,E-Commerce,19,3.15,59.85
SALE-001606,2025-10-25,CHC-00224,85% Extra Bold Dark Chocolate Wafer Bar,Asia Pacific,Japan,E-Commerce,15,3.13,46.95
SALE-001607,2026-07-31,CHC-00614,Single Origin Dark Chocolate Coated Nuts,North America,USA,Duty-Free,31,5.09,157.79
SALE-001608,2025-12-23,CHC-00816,Salted Butter Caramel Chocolate Coated Nuts,Latin America,Peru,Direct-to-Consumer,13,2.65,34.45
SALE-001609,2025-12-10,CHC-00397,Original Ruby Chocolate Chips (Baking),North America,USA,E-Commerce,6,7.28,43.68
SALE-001610,2025-10-04,CHC-01398,Sea Salt Milk Chocolate Coated Nuts,Asia Pacific,India,Wholesale Distributor,14,2.36,33.04
SALE-001611,2026-07-31,CHC-01361,Almond Crunch Chocolate Filled Bar,Europe,Italy,Direct-to-Consumer,13,4.8,62.4
SALE-001612,2026-07-26,CHC-00028,Raspberry Swirl White Chocolate Gift Box,Europe,France,Direct-to-Consumer,20,2.57,51.4
SALE-001613,2026-03-24,CHC-01083,Organic Fair-Trade Chocolate Truffle Box,Asia Pacific,India,Direct-to-Consumer,54,6.81,367.74
SALE-001614,2026-03-23,CHC-00332,Whole Hazelnut Chocolate Bar,Middle East & Africa,Ghana,E-Commerce,96,3.7,355.2
SALE-001615,2026-05-25,CHC-01385,Classic Milk Chocolate Squares,Middle East & Africa,Ghana,Retail Store,20,4.23,84.6
SALE-001616,2026-03-17,CHC-01448,Sea Salt Caramel Chocolate Chips (Baking),Europe,Belgium,Retail Store,16,3.04,48.64
SALE-001617,2026-01-13,CHC-01250,Organic Single Origin Chocolate Bar,Middle East & Africa,Cote d'Ivoire,E-Commerce,18,3.77,67.86
SALE-001618,2026-05-09,CHC-00535,Marzipan Style Almond Chocolate Squares,Europe,Germany,Duty-Free,42,4.27,179.34
SALE-001619,2026-05-04,CHC-00801,Biscuit Milk Chocolate Bar,Europe,Belgium,Direct-to-Consumer,3,2.03,6.09
SALE-001620,2025-10-22,CHC-00422,Biscuit Milk Chocolate Squares,Europe,France,Wholesale Distributor,19,2.07,39.33
SALE-001621,2026-03-01,CHC-00470,Confectionery Grade Compound Chocolate Coated Nuts,Europe,Belgium,Direct-to-Consumer,18,1.95,35.1
SALE-001622,2025-10-14,CHC-01066,Honeycomb Milk Chocolate Truffle Box,Latin America,Ecuador,E-Commerce,97,2.33,226.01
SALE-001623,2026-02-09,CHC-00020,Lemon Zest White Chocolate Chips (Baking),Europe,Switzerland,Direct-to-Consumer,43,4.46,191.78
SALE-001624,2026-01-31,CHC-00614,Single Origin Dark Chocolate Coated Nuts,North America,USA,Retail Store,219,5.09,1114.71
SALE-001625,2026-05-30,CHC-00233,Roasted Almond Chocolate Filled Bar,North America,Mexico,Wholesale Distributor,59,3.98,234.82
SALE-001626,2025-10-07,CHC-01183,Raisin & Almond Fruit & Nut Chocolate Pralines,Asia Pacific,India,Duty-Free,12,3.88,46.56
SALE-001627,2025-10-17,CHC-00801,Biscuit Milk Chocolate Bar,Europe,Belgium,Retail Store,79,2.03,160.37
SALE-001628,2026-07-02,CHC-00060,Bakers Classic Compound Chocolate Wafer Bar,Middle East & Africa,South Africa,E-Commerce,11,1.3,14.3
SALE-001629,2025-08-31,CHC-00578,Diabetic Friendly Sugar-Free Chocolate Gift Box,North America,USA,E-Commerce,18,4.64,83.52
SALE-001630,2025-09-25,CHC-01371,Single Origin Dark Chocolate Squares,North America,Mexico,E-Commerce,86,3.84,330.24
SALE-001631,2026-02-11,CHC-00821,Original Ruby Chocolate Bar,Middle East & Africa,South Africa,Duty-Free,67,4.17,279.39
SALE-001632,2025-12-14,CHC-01205,Berry Burst Ruby Chocolate Squares,Europe,Netherlands,Direct-to-Consumer,28,4.45,124.6
SALE-001633,2026-02-20,CHC-00909,Value Pack Compound Chocolate Coated Nuts,North America,USA,Duty-Free,4,2.47,9.88
SALE-001634,2026-05-26,CHC-00741,Coconut White Chocolate Gift Box,Latin America,Colombia,Retail Store,11,4.06,44.66
SALE-001635,2026-04-01,CHC-01351,Espresso Infused Dark Chocolate Drops,Europe,Switzerland,Wholesale Distributor,14,2.51,35.14
SALE-001636,2026-03-14,CHC-00756,Roasted Almond Chocolate Pralines,Asia Pacific,Indonesia,Duty-Free,50,3.4,170.0
SALE-001637,2026-06-30,CHC-01383,70% Intense Dark Chocolate Filled Bar,Europe,Italy,Duty-Free,46,3.38,155.48
SALE-001638,2025-11-13,CHC-00261,Coconut Sugar Vegan Dark Chocolate Coated Nuts,Europe,Switzerland,Direct-to-Consumer,29,5.45,158.05
SALE-001639,2026-06-03,CHC-00070,70% Intense Dark Chocolate Chips (Baking),North America,USA,Direct-to-Consumer,9,3.0,27.0
SALE-001640,2026-03-23,CHC-01264,85% Extra Bold Dark Chocolate Squares,North America,USA,Wholesale Distributor,2,3.91,7.82
SALE-001641,2026-03-01,CHC-00156,Plant-Based Classic Vegan Dark Chocolate Filled Bar,North America,Canada,Retail Store,30,3.72,111.6
SALE-001642,2025-10-06,CHC-00516,Biscuit Milk Chocolate Coated Nuts,Latin America,Peru,Duty-Free,7,3.95,27.65
SALE-001643,2025-10-19,CHC-01087,Biscuit Milk Chocolate Drops,Europe,United Kingdom,Retail Store,26,4.08,106.08
SALE-001644,2026-05-04,CHC-00903,Bakers Classic Compound Chocolate Chips (Baking),Latin America,Brazil,Duty-Free,57,1.32,75.24
SALE-001645,2026-06-19,CHC-00675,Raspberry Swirl White Chocolate Truffle Box,Latin America,Colombia,Direct-to-Consumer,6,2.18,13.08
SALE-001646,2026-01-01,CHC-00550,70% Intense Dark Chocolate Coated Nuts,Latin America,Ecuador,Direct-to-Consumer,36,5.1,183.6
SALE-001647,2026-01-29,CHC-00845,Gianduja Style Hazelnut Chocolate Pralines,Europe,France,Direct-to-Consumer,33,5.23,172.59
SALE-001648,2026-01-24,CHC-00975,Sea Salt Caramel Chocolate Bar,North America,Canada,Wholesale Distributor,57,4.54,258.78
SALE-001649,2025-08-12,CHC-01424,Organic Single Origin Chocolate Coated Nuts,Latin America,Ecuador,Direct-to-Consumer,143,3.82,546.26
SALE-001650,2026-06-20,CHC-01466,Value Pack Compound Chocolate Gift Box,Europe,France,Duty-Free,55,1.29,70.95
SALE-001651,2026-03-05,CHC-00440,Cranberry Walnut Fruit & Nut Chocolate Truffle Box,Europe,Germany,Retail Store,65,4.92,319.8
SALE-001652,2026-05-20,CHC-00013,70% Intense Dark Chocolate Wafer Bar,Europe,France,E-Commerce,11,4.13,45.43
SALE-001653,2026-03-01,CHC-00372,Tropical Mix Fruit & Nut Chocolate Truffle Box,Asia Pacific,Indonesia,Direct-to-Consumer,108,2.99,322.92
SALE-001654,2026-04-13,CHC-00934,Biscuit Milk Chocolate Wafer Bar,Europe,Germany,Wholesale Distributor,19,2.32,44.08
SALE-001655,2026-04-28,CHC-01194,Coconut Sugar Vegan Dark Chocolate Truffle Box,North America,USA,Direct-to-Consumer,20,4.5,90.0
SALE-001656,2026-02-01,CHC-00105,70% Intense Dark Chocolate Chips (Baking),Middle East & Africa,South Africa,Wholesale Distributor,33,4.81,158.73
SALE-001657,2025-11-19,CHC-00862,Roasted Almond Chocolate Filled Bar,North America,Mexico,Duty-Free,5,3.97,19.85
SALE-001658,2026-04-26,CHC-00235,Honeycomb Milk Chocolate Squares,Europe,Netherlands,Retail Store,56,3.45,193.2
SALE-001659,2025-08-28,CHC-00189,Marzipan Style Almond Chocolate Gift Box,North America,USA,Duty-Free,72,3.72,267.84
SALE-001660,2025-11-04,CHC-00591,Bakers Classic Compound Chocolate Pralines,Latin America,Colombia,Retail Store,13,1.62,21.06
SALE-001661,2025-10-25,CHC-00837,Cranberry Walnut Fruit & Nut Chocolate Chips (Baking),Europe,Switzerland,Direct-to-Consumer,36,4.56,164.16
SALE-001662,2026-05-10,CHC-01353,Salted Butter Caramel Chocolate Wafer Bar,Asia Pacific,India,E-Commerce,7,3.97,27.79
SALE-001663,2025-09-28,CHC-01013,Almond Crunch Chocolate Filled Bar,North America,Mexico,E-Commerce,61,4.41,269.01
SALE-001664,2025-09-22,CHC-00128,Berry Burst Ruby Chocolate Truffle Box,Asia Pacific,Australia,Direct-to-Consumer,19,6.86,130.34
SALE-001665,2025-11-19,CHC-00811,Berry Burst Ruby Chocolate Coated Nuts,Asia Pacific,Indonesia,Wholesale Distributor,93,7.11,661.23
SALE-001666,2025-10-20,CHC-01384,85% Extra Bold Dark Chocolate Chips (Baking),Asia Pacific,India,Retail Store,15,6.27,94.05
SALE-001667,2026-04-25,CHC-00726,Sea Salt Caramel Chocolate Pralines,Europe,France,Duty-Free,14,3.13,43.82
SALE-001668,2026-02-15,CHC-01065,Vanilla Bean White Chocolate Gift Box,North America,USA,Direct-to-Consumer,33,2.88,95.04
SALE-001669,2026-03-09,CHC-00613,Marzipan Style Almond Chocolate Wafer Bar,North America,USA,Wholesale Distributor,18,4.96,89.28
SALE-001670,2025-10-15,CHC-01265,Gianduja Style Hazelnut Chocolate Pralines,Asia Pacific,India,Duty-Free,3,3.01,9.03
SALE-001671,2025-11-23,CHC-00245,Sea Salt Milk Chocolate Wafer Bar,Europe,Netherlands,Retail Store,7,4.08,28.56
SALE-001672,2025-09-11,CHC-00165,Marzipan Style Almond Chocolate Pralines,North America,Mexico,Wholesale Distributor,22,3.36,73.92
SALE-001673,2026-04-04,CHC-01214,Stevia Sweetened Sugar-Free Chocolate Gift Box,Asia Pacific,Australia,Direct-to-Consumer,14,5.68,79.52
SALE-001674,2025-12-20,CHC-01211,Tropical Mix Fruit & Nut Chocolate Pralines,Europe,Netherlands,Wholesale Distributor,16,4.0,64.0
SALE-001675,2025-12-20,CHC-01404,Lemon Zest White Chocolate Gift Box,Latin America,Peru,Duty-Free,32,4.16,133.12
SALE-001676,2026-04-04,CHC-00508,Gianduja Style Hazelnut Chocolate Drops,Europe,Switzerland,Retail Store,16,5.67,90.72
SALE-001677,2026-07-18,CHC-00511,Soft Caramel Core Chocolate Coated Nuts,Latin America,Ecuador,Direct-to-Consumer,8,3.92,31.36
SALE-001678,2026-07-24,CHC-01265,Gianduja Style Hazelnut Chocolate Pralines,Asia Pacific,India,Retail Store,5,3.01,15.05
SALE-001679,2025-10-14,CHC-01164,Raspberry Swirl White Chocolate Wafer Bar,Europe,Switzerland,Duty-Free,20,4.25,85.0
SALE-001680,2025-10-29,CHC-00212,Gianduja Style Hazelnut Chocolate Gift Box,Europe,United Kingdom,Direct-to-Consumer,45,3.64,163.8
SALE-001681,2025-11-11,CHC-00173,Stevia Sweetened Sugar-Free Chocolate Drops,Latin America,Brazil,Wholesale Distributor,39,4.65,181.35
SALE-001682,2025-12-09,CHC-00887,Praline Hazelnut Chocolate Coated Nuts,Europe,France,Direct-to-Consumer,31,4.64,143.84
SALE-001683,2026-07-18,CHC-00233,Roasted Almond Chocolate Filled Bar,North America,Mexico,Wholesale Distributor,15,3.98,59.7
SALE-001684,2026-07-08,CHC-01117,Salted Butter Caramel Chocolate Truffle Box,Europe,Italy,E-Commerce,195,3.79,739.05
SALE-001685,2025-12-24,CHC-01290,70% Intense Dark Chocolate Truffle Box,Latin America,Ecuador,Retail Store,5,4.41,22.05
SALE-001686,2025-09-02,CHC-00995,70% Intense Dark Chocolate Squares,Asia Pacific,China,E-Commerce,69,2.61,180.09
SALE-001687,2026-03-21,CHC-00860,Coconut Sugar Vegan Dark Chocolate Wafer Bar,Europe,Switzerland,Retail Store,10,6.61,66.1
SALE-001688,2026-04-19,CHC-00391,Lemon Zest White Chocolate Coated Nuts,Latin America,Peru,Direct-to-Consumer,7,4.2,29.4
SALE-001689,2026-06-19,CHC-01393,Bakers Classic Compound Chocolate Wafer Bar,Asia Pacific,Indonesia,Wholesale Distributor,101,1.28,129.28
SALE-001690,2025-10-16,CHC-00737,Sea Salt Caramel Chocolate Coated Nuts,Europe,Germany,Wholesale Distributor,24,2.65,63.6
SALE-001691,2026-05-13,CHC-00697,Salted Butter Caramel Chocolate Filled Bar,North America,Canada,Direct-to-Consumer,16,3.74,59.84
SALE-001692,2025-12-05,CHC-00435,Honeycomb Milk Chocolate Truffle Box,Europe,France,Duty-Free,49,3.93,192.57
SALE-001693,2025-12-05,CHC-00007,Almond Crunch Chocolate Pralines,Asia Pacific,Australia,Retail Store,15,5.1,76.5
SALE-001694,2025-08-30,CHC-01300,Espresso Infused Dark Chocolate Drops,Asia Pacific,China,E-Commerce,13,5.83,75.79
SALE-001695,2025-09-11,CHC-01145,Plant-Based Classic Vegan Dark Chocolate Drops,Asia Pacific,Japan,E-Commerce,26,6.28,163.28
SALE-001696,2025-09-27,CHC-00511,Soft Caramel Core Chocolate Coated Nuts,Latin America,Ecuador,E-Commerce,17,3.92,66.64
SALE-001697,2025-11-08,CHC-00999,Single Origin Dark Chocolate Coated Nuts,Europe,France,Direct-to-Consumer,88,3.79,333.52
SALE-001698,2026-01-20,CHC-00441,Lemon Zest White Chocolate Coated Nuts,Middle East & Africa,Ghana,Direct-to-Consumer,8,3.61,28.88
SALE-001699,2026-04-08,CHC-00103,Almond Crunch Chocolate Squares,Europe,Germany,Wholesale Distributor,17,3.86,65.62
SALE-001700,2026-04-06,CHC-00147,Espresso Infused Dark Chocolate Coated Nuts,Europe,Germany,Duty-Free,79,2.99,236.21
SALE-001701,2026-03-21,CHC-00470,Confectionery Grade Compound Chocolate Coated Nuts,Europe,Belgium,Direct-to-Consumer,24,1.95,46.8
SALE-001702,2025-09-14,CHC-00407,Organic Raw Cacao Chocolate Truffle Box,Europe,France,Duty-Free,25,3.6,90.0
SALE-001703,2026-05-26,CHC-00003,Confectionery Grade Compound Chocolate Pralines,Europe,Italy,E-Commerce,23,2.21,50.83
SALE-001704,2026-04-14,CHC-00886,Coconut Sugar Vegan Dark Chocolate Filled Bar,Latin America,Colombia,E-Commerce,10,5.77,57.7
SALE-001705,2026-01-31,CHC-00466,Espresso Infused Dark Chocolate Squares,North America,USA,Wholesale Distributor,22,2.51,55.22
SALE-001706,2025-09-03,CHC-00344,Espresso Infused Dark Chocolate Squares,Europe,United Kingdom,E-Commerce,38,5.58,212.04
SALE-001707,2026-02-21,CHC-00793,Coconut White Chocolate Drops,Latin America,Colombia,Wholesale Distributor,7,4.44,31.08
SALE-001708,2026-02-01,CHC-00567,Roasted Almond Chocolate Squares,Europe,Germany,Retail Store,86,4.67,401.62
SALE-001709,2025-11-21,CHC-01087,Biscuit Milk Chocolate Drops,Europe,United Kingdom,Direct-to-Consumer,15,4.08,61.2
SALE-001710,2026-07-11,CHC-01381,Citrus Ruby Chocolate Coated Nuts,Latin America,Peru,Wholesale Distributor,13,7.77,101.01
SALE-001711,2025-11-08,CHC-00495,Coconut Sugar Vegan Dark Chocolate Pralines,Asia Pacific,Australia,E-Commerce,20,6.44,128.8
SALE-001712,2026-01-27,CHC-00654,Espresso Infused Dark Chocolate Filled Bar,Europe,France,E-Commerce,62,5.62,348.44
SALE-001713,2026-07-18,CHC-00535,Marzipan Style Almond Chocolate Squares,Europe,Germany,E-Commerce,13,4.27,55.51
SALE-001714,2025-08-25,CHC-00862,Roasted Almond Chocolate Filled Bar,North America,Mexico,Wholesale Distributor,22,3.97,87.34
SALE-001715,2025-12-10,CHC-00942,Classic Milk Chocolate Wafer Bar,Middle East & Africa,UAE,Duty-Free,16,2.07,33.12
SALE-001716,2026-05-05,CHC-00714,Espresso Infused Dark Chocolate Squares,Middle East & Africa,South Africa,Duty-Free,32,3.12,99.84
SALE-001717,2025-11-04,CHC-00121,Coconut White Chocolate Chips (Baking),Europe,Switzerland,Duty-Free,15,2.91,43.65
SALE-001718,2026-01-31,CHC-01415,Classic Sugar-Free Chocolate Drops,Middle East & Africa,South Africa,Retail Store,6,4.72,28.32
SALE-001719,2025-12-05,CHC-00824,Bakers Classic Compound Chocolate Wafer Bar,Europe,France,Direct-to-Consumer,4,1.57,6.28
SALE-001720,2026-05-27,CHC-00721,Sea Salt Caramel Chocolate Filled Bar,Europe,France,E-Commerce,9,2.67,24.03
SALE-001721,2026-07-01,CHC-00252,70% Intense Dark Chocolate Drops,Europe,France,E-Commerce,57,4.98,283.86
SALE-001722,2025-09-08,CHC-00176,85% Extra Bold Dark Chocolate Drops,Middle East & Africa,Ghana,Duty-Free,7,3.82,26.74
SALE-001723,2025-10-05,CHC-00002,Raspberry Swirl White Chocolate Coated Nuts,North America,USA,E-Commerce,33,3.78,124.74
SALE-001724,2025-08-21,CHC-00351,Diabetic Friendly Sugar-Free Chocolate Chips (Baking),Asia Pacific,Indonesia,Wholesale Distributor,51,4.6,234.6
SALE-001725,2026-06-22,CHC-00821,Original Ruby Chocolate Bar,Middle East & Africa,South Africa,Retail Store,16,4.17,66.72
SALE-001726,2026-07-31,CHC-00104,Single Origin Dark Chocolate Bar,Europe,France,E-Commerce,64,2.87,183.68
SALE-001727,2026-01-05,CHC-01479,Sea Salt Milk Chocolate Coated Nuts,Middle East & Africa,Ghana,Retail Store,114,3.86,440.04
SALE-001728,2025-12-07,CHC-01133,Stevia Sweetened Sugar-Free Chocolate Drops,Europe,United Kingdom,E-Commerce,15,5.01,75.15
SALE-001729,2025-11-15,CHC-00348,Almond Crunch Chocolate Chips (Baking),North America,Canada,Direct-to-Consumer,10,3.18,31.8
SALE-001730,2025-11-18,CHC-01207,Confectionery Grade Compound Chocolate Gift Box,North America,USA,Duty-Free,12,1.86,22.32
SALE-001731,2026-02-28,CHC-01219,Espresso Infused Dark Chocolate Squares,Middle East & Africa,UAE,E-Commerce,26,4.18,108.68
SALE-001732,2026-06-05,CHC-01488,Coconut White Chocolate Squares,Middle East & Africa,South Africa,Retail Store,11,4.05,44.55
SALE-001733,2025-09-10,CHC-01177,Plant-Based Classic Vegan Dark Chocolate Filled Bar,Europe,Switzerland,Direct-to-Consumer,5,3.4,17.0
SALE-001734,2026-06-15,CHC-01496,Sea Salt Caramel Chocolate Wafer Bar,Middle East & Africa,South Africa,Duty-Free,15,3.45,51.75
SALE-001735,2026-02-03,CHC-01028,Sea Salt Milk Chocolate Pralines,Europe,Netherlands,Duty-Free,32,2.88,92.16
SALE-001736,2025-10-29,CHC-00686,Praline Hazelnut Chocolate Squares,Europe,Netherlands,E-Commerce,3,3.62,10.86
SALE-001737,2025-12-28,CHC-00931,70% Intense Dark Chocolate Filled Bar,Asia Pacific,Japan,Direct-to-Consumer,29,4.65,134.85
SALE-001738,2026-04-25,CHC-00352,Tropical Mix Fruit & Nut Chocolate Filled Bar,Asia Pacific,Indonesia,Duty-Free,7,3.87,27.09
SALE-001739,2025-09-29,CHC-00456,85% Extra Bold Dark Chocolate Bar,North America,Mexico,Retail Store,26,5.37,139.62
SALE-001740,2026-07-10,CHC-00198,Original Ruby Chocolate Wafer Bar,North America,Canada,Direct-to-Consumer,64,5.88,376.32
SALE-001741,2025-10-31,CHC-01458,Classic Sugar-Free Chocolate Wafer Bar,North America,Mexico,E-Commerce,4,5.46,21.84
SALE-001742,2026-01-28,CHC-00083,Coconut White Chocolate Coated Nuts,North America,Canada,E-Commerce,25,4.04,101.0
SALE-001743,2026-07-04,CHC-00458,Raspberry Swirl White Chocolate Filled Bar,North America,Canada,E-Commerce,15,2.72,40.8
SALE-001744,2025-09-18,CHC-00084,Roasted Almond Chocolate Squares,Latin America,Brazil,Wholesale Distributor,73,5.14,375.22
